PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
1,2026-02-09,16:28:42.83,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217f8dd-da01-469d-ade5-09c653f5fa1b,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,6.136607124,1000504458,"Smith, Landon",1764.564138,FlyBall,60.70201,Right,30.28336291,,,,176.18239,16.66454,2.820483722,12.56554901,,,,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
2,2026-02-09,16:29:22.95,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a70e55fd-104b-4289-8dea-d4bb007ec983,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,3.39709151,1000504458,"Smith, Landon",2717.38247,LineDrive,21.18764,Right,12.19445788,,,,,22.22814,,,,,,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
3,2026-02-09,16:30:14.38,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fae7ad9-bf86-4dcf-afab-83d831f2c635,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,-1.915125786,1000524793,"Jones, Patrick",1093.285455,LineDrive,87.46142,Right,12.60606069,,,,219.22943,46.37576,2.253698295,6.710500687,3.03599,2.67725,-0.4113,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
4,2026-02-09,16:30:51.09,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397e264-2d02-47f0-92af-f6302762b3c1,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,0.4871661744,1000524793,"Jones, Patrick",836.6182272,LineDrive,76.59177,Right,12.42420424,,,,156.88649,58.954,1.605680115,-0.0887707665,3.36113,2.3848,0.3792,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
5,2026-02-09,16:32:35.21,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b6e035b-649c-4ebe-9f65-8ce80072000a,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,-3.419342965,1000504458,"Smith, Landon",1921.649192,LineDrive,17.56855,Right,23.9989164,,,,,14.95282,,,,,,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
6,2026-02-09,16:33:50.48,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9716cb96-4e6e-4a28-b2b7-99b27eec8267,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,0.7218642068,1000524793,"Jones, Patrick",497.8617814,GroundBall,82.81477,Right,0.03072924749,,,,46.82183,42.94215,0.3736824919,1.316652896,3.19907,2.46968,0.00025,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
7,2026-02-09,16:34:13.19,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f319bb5-c608-4560-b367-00d2ff403efa,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,13.19240938,1000524793,"Jones, Patrick",1663.621099,LineDrive,82.47282,Right,12.34040493,,,,199.53422,33.07151,2.035196713,16.68895477,1.9234,3.70557,-0.25621,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
8,2026-02-09,16:35:25.73,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d6d335a-dcec-4001-a55e-59a19d5a50ff,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,22.78688559,1000524793,"Jones, Patrick",2296.533898,GroundBall,72.04109,Right,-7.298021222,,,,18.46639,18.43714,0.1570434357,22.41379453,2.23879,2.47038,0.59557,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
9,2026-02-09,16:39:43.44,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f55833c8-7067-477a-89bb-6ebb1adda8db,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,31.53967385,1000524793,"Jones, Patrick",,LineDrive,65.55487,Right,21.18794466,,,,190.0654,14.50693,2.771976222,37.23299469,,,,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
10,2026-02-09,16:40:27.86,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6a18c55-6e0e-4191-be76-565e8fb0a585,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,-19.09185937,1000504458,"Smith, Landon",2929.976852,FlyBall,49.98915,Right,37.82799556,,,,109.81026,15.40041,2.358900579,-9.73910173,2.59116,2.28355,0.09475,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
11,2026-02-09,16:41:07.77,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3e15b08-543c-4f2c-8318-3c25b7444c98,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,2.196353134,1000504458,"Smith, Landon",794.1392172,LineDrive,65.00674,Right,22.92885676,,,,147.69609,20.64948,1.919256772,0.07814551559,1.06101,3.27138,0.12708,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
12,2026-02-09,16:41:57.58,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07ad4236-aa51-40c2-9583-4c924846e36e,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,-6.560364204,1000504458,"Smith, Landon",759.8660988,LineDrive,17.2893,Right,24.71617346,,,,,13.91725,,,,,,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
13,2026-02-09,16:42:25.45,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b2e7d4a-90df-4302-840e-2a43d9a77681,23a90481-d237-45a9-a001-949121e40b4e,,Hitting,23360159,10.8238578,1000524793,"Jones, Patrick",1734.116024,GroundBall,71.80195,Right,-8.877520401,,,,14.65126,15.44468,0.1234346716,7.742916638,2.109,2.08163,-0.25926,,,,,,,5b1697b9-995f-4a4b-8994-839462a80fd6
