PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchCall,Balls,Strikes,PitchUID,SessionId
1,2024-09-09,15:58:04,"Pascanu, Tommy",1000364645,Left,NA,NA,NA,Warmup,NA,75.57755,3.133341607,2.920654236,2028.584228,141.7335465,10:45:00,6.52687,-1.74501,4.8428,-35.70329,15.93304,-12.62729,6.52461,-0.03004,67.77231,-3.49968311,0.5730929047,0.5171887851,7.52132,7.30505,1.46686,50,6.80747,-5.17742,-109.41091,4.85302,8.98546,21.90402,-23.44696,deee9c72-45ec-443f-a52c-626baffc0fd3,37e9da17-f1c6-47db-a88c-1f15df9a4798,72.87946,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.981483221,2017.539855,0.9945556248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-09-09,15:58:16,"Pascanu, Tommy",1000364645,Left,NA,NA,NA,Warmup,NA,79.1472,-0.7748731246,4.088893054,2306.261113,159.0582319,11:15:00,6.27376,-1.8053,5.67474,-27.35156,18.64456,-7.16486,3.27029,1.4155,70.72104,-5.941205788,2.733577356,0.4881260804,5.29272,10.31145,1.46485,50,6.19158,-7.98855,-114.68481,-2.356,6.87563,26.0728,-18.77874,8ace66aa-78d4-4cae-8dcd-95e25deca82a,37e9da17-f1c6-47db-a88c-1f15df9a4798,77.21865,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.2063739,-16.34417361,2213.061918,0.9595886197,11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-09-09,15:58:32,"Pascanu, Tommy",1000364645,Left,NA,NA,NA,Warmup,NA,80.09733,-2.085900578,3.082585233,2391.379103,148.4336054,11:00:00,6.48217,-1.76984,5.52828,-23.21774,21.30412,-13.10649,2.594,0.02199,72.59755,-6.425969106,0.6222822001,0.4802396892,7.94125,12.01091,1.51076,50,6.28566,-5.85522,-116.21492,-4.95339,10.75292,23.79468,-15.91057,db71927f-c1e5-4a64-a48b-d966c4855b16,37e9da17-f1c6-47db-a88c-1f15df9a4798,78.48672,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.9856051,-18.38603513,2269.306177,0.9489529175,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-09-09,15:58:50,"Pascanu, Tommy",1000364645,Left,NA,NA,NA,Warmup,NA,78.69564,0.8249133426,3.446351527,2236.01972,166.4022827,11:30:00,6.35763,-1.80559,5.64927,-26.43629,20.26374,-4.9203,4.92535,1.00226,69.85008,-4.19034429,2.513031068,0.4918469256,3.90636,10.61299,1.51658,50,6.41128,-6.72625,-114.07055,0.87493,4.99689,26.68496,-18.59823,3c8c6082-6e17-41e3-bda0-1e1e3ad3020e,37e9da17-f1c6-47db-a88c-1f15df9a4798,76.63449,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4850967144,2235.939579,0.9999641591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-09-09,15:59:10,"Pascanu, Tommy",1000364645,Left,NA,NA,Fastball,Live,NA,82.04548,1.989561723,1.407263787,2275.98809,155.6962609,11:15:00,6.38989,-1.69785,5.19751,-24.48291,19.44096,-8.79674,6.22207,-1.10717,72.14909,-2.643926732,-0.2584575167,0.477003643,5.21378,9.55754,1.57396,50,6.55646,-2.63459,-118.8746,3.33553,7.19135,30.43916,-18.99135,1ba60b33-1894-41b6-ae56-81da2c9808ca,37e9da17-f1c6-47db-a88c-1f15df9a4798,79.01918,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.51561864,2158.176401,0.9482371238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-09-09,15:59:41,"Pascanu, Tommy",1000364645,Left,NA,NA,Fastball,Live,NA,82.73594,-1.802065219,2.129220168,2251.357567,161.5420904,11:30:00,6.219,-1.58724,5.55634,-22.36578,19.93441,-6.66416,2.66998,-0.15255,73.7038,-6.025608499,0.8653719323,0.4681042237,4.34501,11.34918,1.40774,50,6.04911,-4.25382,-120.00159,-4.47529,6.15798,29.29448,-16.08938,e1b67609-77f0-49fc-bf04-ce1e6354c9de,37e9da17-f1c6-47db-a88c-1f15df9a4798,80.52147,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.9666988,-5.857041678,2239.604597,0.9947796077,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-09-09,16:00:00,"Pascanu, Tommy",1000364645,Left,NA,NA,Fastball,Live,NA,81.73593,-1.429113104,2.374848388,2182.669028,139.5232232,10:45:00,6.17804,-1.56,5.71547,-25.78422,16.7647,-14.33215,2.69683,-0.54109,73.81123,-6.27917557,-0.3329447191,0.4694784703,8.47188,9.47695,1.37035,50,6.04291,-4.48808,-118.70201,-3.74615,11.90937,25.84554,-18.85181,679a2d27-e4d3-40e2-853b-1742cacd4f61,37e9da17-f1c6-47db-a88c-1f15df9a4798,80.28577,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.052380964,2182.30086,0.999831322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-09-09,16:00:20,"Pascanu, Tommy",1000364645,Left,NA,NA,Fastball,Live,NA,82.53171,-1.30825821,2.425513672,2383.934908,146.0070817,10:45:00,6.24308,-1.942,5.63223,-25.84134,16.2268,-10.96568,2.86789,-0.59175,74.12928,-6.176017179,0.3516915855,0.4668185128,6.70543,9.15485,1.74272,50,6.11569,-4.73527,-119.79617,-3.53744,9.5496,27.45526,-19.1361,a1664548-e4c4-4275-a460-bd89b3af92ac,37e9da17-f1c6-47db-a88c-1f15df9a4798,80.74324,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.649713672,2381.386086,0.9989308338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-09-09,16:00:43,"Pascanu, Tommy",1000364645,Left,NA,NA,Fastball,Live,NA,81.76424,-2.055651615,3.323727242,2341.813397,153.0383516,11:00:00,6.41646,-1.67126,5.90825,-21.01738,21.36101,-10.88374,2.75321,0.50984,73.60842,-6.027008503,1.260640711,0.468536683,6.98663,12.24956,1.4108,50,6.23957,-6.57107,-118.62994,-4.88002,9.78834,26.26437,-15.01228,419b6ca7-fa11-4b33-a3e3-233503a7057c,37e9da17-f1c6-47db-a88c-1f15df9a4798,80.44715,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.2176968,-1.459190552,2341.053985,0.9996757162,10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-09-09,16:01:01,"Pascanu, Tommy",1000364645,Left,NA,NA,ChangeUp,Live,NA,74.24406,-1.579196231,3.122357951,1670.105297,151.8887315,11:00:00,6.04344,-1.79541,6.36209,-29.53755,20.96442,-11.22516,2.12637,0.145,66.98805,-7.201143048,0.9749940494,0.5114763304,7.22038,12.07498,1.57498,50,5.91549,-5.60989,-107.84943,-3.69671,8.34888,21.95264,-18.21181,f4f2ebf6-6cb4-4d9c-ad5b-35f980eda20b,37e9da17-f1c6-47db-a88c-1f15df9a4798,73.69342,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.2934491,0.390565057,1670.066495,0.9999767668,11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
