PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-08-09,14:51:24,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,79.78892,-2.956600243,-2.878745127,2029.677229,210.0923542,01:00:00,6.24336,0.78334,6.04459,-29.91014,14.00272,8.12305,1.0081,-1.20677,72.89034,-8.562697228,-1.342028287,0.4769438541,-5.27601,8.49493,-0.56373,50,5.99695,5.59684,-115.83401,-6.82964,-7.11508,23.13746,-20.71802,98448602-664b-495a-af19-f4d5dfa21eb3,0e737d6a-752e-4994-b43f-6816872ac269,79.02909,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.0270668,40.61430201,1540.745925,0.7591088393,12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-08-09,14:51:56,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,78.32913,-2.66029886,0.2255584598,1934.680556,194.0112382,12:30:00,6.30329,0.66785,6.13304,-30.36202,14.51465,3.62755,1.31286,1.17859,72.28137,-8.335499385,0.910518437,0.4821494986,-1.91133,8.61445,-0.68693,50,6.08458,-0.54797,-113.97575,-6.12678,-2.52009,20.48842,-20.81587,1ee324cb-5e19-41de-8d47-9e8130185eba,0e737d6a-752e-4994-b43f-6816872ac269,78.17583,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.6916226,43.45660775,1404.375871,0.7258954797,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-08-09,14:52:17,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,77.54652,-3.52848205,-1.243154066,2029.606024,170.1425199,11:45:00,6.41363,0.42745,5.77098,-31.5191,15.43969,-2.68581,0.49902,-0.95324,70.99845,-9.387286197,-1.749207385,0.4932076868,1.07178,9.36803,-0.32325,50,6.10315,2.51993,-112.57619,-7.8465,1.36484,21.9053,-20.24443,c12d4078-da3a-401a-9a23-2dcd82304e90,0e737d6a-752e-4994-b43f-6816872ac269,76.42306,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-08-09,14:52:58,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,78.52359,0.2123307918,0.7410016146,1861.943425,185.4753367,12:15:00,6.44927,0.81447,5.89201,-31.45868,13.45584,1.29349,4.02485,1.6102,72.21962,-5.677789238,0.9839332105,0.4823527756,-0.49989,7.19365,-0.8748,50,6.44818,-1.51608,-114.34414,-0.48089,-0.66459,20.25608,-22.61017,27210926-7886-4d4f-bb29-8b460966a74e,0e737d6a-752e-4994-b43f-6816872ac269,78.14289,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.8541717,43.98050485,1339.810024,0.7195761193,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-08-09,14:53:48,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,77.77967,-0.656673646,0.4138595957,1848.539784,185.3310434,12:15:00,6.44802,0.80391,6.01876,-33.70885,12.38233,1.15899,3.03074,1.28379,70.84686,-7.009156977,0.6334772319,0.4886302507,-0.50353,6.92325,-0.8369,50,6.37838,-0.84946,-113.18341,-2.22505,-0.6473,22.39011,-23.2739,f060f128-745d-40a3-97ae-fe36579d2b01,0e737d6a-752e-4994-b43f-6816872ac269,77.13898,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.167148,43.73570224,1335.637469,0.7225365018,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-08-09,14:54:14,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,77.34874,0.3493692096,-0.5084688238,1949.054596,196.0012818,12:30:00,6.39631,1.04062,5.72563,-35.39123,11.0285,3.17386,3.77241,0.83159,71.45515,-6.241293678,0.08478940729,0.4903686718,-1.82757,5.81208,-1.00022,50,6.40355,0.90676,-112.64081,-0.3489,-2.3674,18.88094,-24.6452,48baa069-cb16-4abc-a8ac-c29b70aff8b2,0e737d6a-752e-4994-b43f-6816872ac269,76.86551,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.3295097,48.21023413,1298.848625,0.6663993033,12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-08-09,14:54:37,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,77.13628,-2.071148282,-0.942644961,2028.656335,188.8390193,12:15:00,6.3245,0.58465,5.57783,-38.34111,9.41867,1.46995,1.19421,-0.1732,70.5214,-9.201778608,-0.6662768501,0.4973962653,-1.07321,5.66666,-0.50463,50,6.12183,1.80087,-112.08136,-5.18303,-1.35249,22.01569,-25.03274,299a7e12-1f3e-4383-acf9-a9592b780491,0e737d6a-752e-4994-b43f-6816872ac269,75.7795,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.7795756,52.532539,1234.053508,0.6083107754,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-08-09,14:55:46,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,ChangeUp,Live,NA,73.54114,-0.2883145842,-0.3634229837,1640.44074,214.2077361,01:15:00,6.42418,0.3367,6.22432,-38.44478,12.92043,8.81226,2.95446,0.73578,66.79516,-7.57261439,1.316674433,0.5158292042,-4.94214,7.16819,-0.31396,50,6.38361,0.45927,-107.02595,-1.4966,-5.65225,20.88014,-23.9759,95292157-a381-41fa-8b5f-35a18d1adba9,0e737d6a-752e-4994-b43f-6816872ac269,73.07155,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-08-09,14:56:16,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,ChangeUp,Live,NA,71.8361,2.470936809,1.712830298,1519.945415,193.8122199,12:30:00,6.42788,0.1414,6.16044,-44.03898,9.70147,2.39421,5.04269,1.92346,65.42693,-5.857432365,2.166570634,0.5276209764,-0.79858,4.55901,-0.27236,50,6.59259,-3.18255,-104.44388,3.41793,-0.87659,18.6201,-27.16971,4148c378-e6e6-4aa4-ac44-9b4adacaa6a8,0e737d6a-752e-4994-b43f-6816872ac269,71.43848,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-08-09,14:56:45,"Murrell, Cennedy",1000353178,Right,NA,NA,NA,NA,NA,ChangeUp,Live,NA,72.04707,1.624734751,0.5305168496,1688.308714,194.5976065,12:30:00,6.48299,0.05214,5.70015,-40.22268,14.50956,3.78908,4.64532,0.86219,65.06123,-5.954175374,1.246496262,0.5324673741,-1.86647,7.27809,-0.09889,50,6.59449,-1.07113,-104.70181,1.89104,-2.04069,20.16295,-24.21662,e9977da6-8913-491e-97b6-d3b1342d4f56,0e737d6a-752e-4994-b43f-6816872ac269,70.78826,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
