PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-02-06,10:03:47,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,35.3216,2.539506321,-6.598783309,881.69288100000006,NA,NA,6.82153,2.18647,6.21911,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.91031,23.68444,-1.75267,50,6.91958,5.80022,-50.9785,0.35983,-1.99253,5.85889,-26.20817,8dd9c428-04f0-465b-85d3-921bbccf7b02,b9f99848-d11e-41f3-924f-7615089b86b4,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.991645674,880.4912705,0.9986371553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-02-06,10:03:53,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,38.14958,NA,NA,938.696664,NA,NA,6.678,1.97197,6.1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99985,9.21328,-1.599,50,6.85269,5.29247,-55.13617,1.46253,-0.89325,6.39456,-29.43065,95c78171-4aa2-47c4-987c-a45c5b070b6e,b9f99848-d11e-41f3-924f-7615089b86b4,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.851934882,935.3329397,0.9964166014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-02-06,10:08:02,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,65.5016,2.719173438,-1.915218437,1871.801446,99.35283152,09:15:00,5.96867,2.8628,4.63193,-65.36773,1.80528,-11.1868,3.08518,0.12647,60.26974,-9.332164716,-3.990690407,0.5898869681,5.32457,0.16264,-2.67482,50,6.17429,3.47996,-95.05953,2.75709,4.85405,15.07582,-32.02578,00f7f6b6-d4d2-4110-9905-b022fd35d37a,b9f99848-d11e-41f3-924f-7615089b86b4,63.89773,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.58012632,60.14976404,931.6603662,0.4977346118,08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-02-06,10:08:09,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,66.92549,1.257992303,-2.240825773,1885.651195,96.39921243,09:15:00,6.11926,2.5313,4.67811,-62.69153,2.03234,-18.47052,2.07962,-1.11721,61.37705,-10.30799253,-5.679612196,0.5790334155,9.03303,0.67239,-2.3094,50,6.18988,4.30112,-97.12364,0.43499,8.51082,17.14356,-31.54053,3154d52a-e6a9-457c-8ba4-a1e262538092,b9f99848-d11e-41f3-924f-7615089b86b4,65.09545,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.81642496,60.2912464,934.5124617,0.4955913715,08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-02-06,10:08:32,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,68.53766,0.7123586625,-2.787396954,NA,NA,NA,5.92386,2.85043,5.27857,-61.31841,-0.74352,14.28045,1.47755,1.44518,62.41268,-10.78221494,-0.08235051928,0.5601672499,-8.63001,-0.63761,-2.62902,50,5.9463,4.48672,-99.51192,-0.29967,-8.49524,18.69578,-32.8017,e242c334-8dc5-42ec-88fd-c4a2cc009862,b9f99848-d11e-41f3-924f-7615089b86b4,67.28783,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-02-06,10:08:45,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,76.327,0.3073921785,-3.115140736,1778.854935,174.9128935,11:45:00,5.91296,2.68069,5.32013,-42.45902,5.83944,-0.52417,2.6609,-0.26174,69.72259,-7.644847794,-3.21373165,0.5001934999,-0.64945,3.05483,-2.42569,50,5.91312,6.04962,-110.88931,-0.5931,-0.80281,21.16728,-28.39784,b287d259-b24c-4bbe-905c-f87fff214798,b9f99848-d11e-41f3-924f-7615089b86b4,75.35572,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-02-06,10:08:56,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,78.72239,-0.9343462866,-2.155490168,1670.305511,213.4002692,01:00:00,5.98575,2.5013,5.17182,-39.72957,5.93787,3.94113,1.80325,0.81942,71.87551,-8.353890231,-1.41410706,0.486378878,-2.76689,3.46748,-2.32203,50,5.88223,4.18925,-114.40356,-3.04347,-3.63525,22.81209,-27.61834,b07180f6-f497-46ff-9311-e30ea3de35b8,b9f99848-d11e-41f3-924f-7615089b86b4,77.49604,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8445119,52.17486175,1024.320987,0.6132536714,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-02-06,10:09:09,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,79.16629,-2.250962666,-3.202929368,1942.053826,201.3952285,12:45:00,6.08603,2.81247,4.8816,-40.65641,5.25231,2.07271,0.58385,-0.01995,72.31891,-9.773379825,-2.815241637,0.4876620989,-2.09529,3.48898,-2.52748,50,5.85646,6.35965,-114.79855,-5.7841,-2.76508,23.45375,-27.56975,baa1ee46-39f7-4d1f-a628-194f3e7007fb,b9f99848-d11e-41f3-924f-7615089b86b4,77.29212,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.20611228,964.9703955,0.4968813855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-02-06,10:09:25,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,85.83371,-2.092141753,-3.471535743,2076.33064,201.5264581,12:45:00,5.84256,2.23303,4.85573,-20.32175,18.64608,7.36984,2.18275,-0.41215,77.91124,-5.874670873,-2.095896096,0.4492876787,-4.94493,10.50994,-1.92611,50,5.64009,7.30092,-124.47725,-5.24601,-7.70266,26.66665,-15.80284,9379f2c3-3ea1-4760-a340-72c850869712,b9f99848-d11e-41f3-924f-7615089b86b4,83.89377,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.27716296,1993.105254,0.9599170843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-02-06,10:09:35,"Kriske, Brooks",1000294097,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,87.95625,-2.196756532,-3.46886909,2192.571781,195.8514567,12:30:00,5.80317,2.21542,4.72302,-18.74643,18.60164,5.29295,2.17112,-0.60837,79.71448,-5.679397337,-2.482912947,0.4398509335,-3.84352,10.48256,-1.89941,50,5.58667,7.54122,-127.50612,-5.56536,-6.27409,28.2824,-15.0625,7a583b02-545c-4f43-8800-76cd8276da39,b9f99848-d11e-41f3-924f-7615089b86b4,85.69367,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.1845645,19.68088683,2064.488191,0.9415829432,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
