PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-10-25,14:15:32,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,81.34143,-1.595044215,3.744857027,1989.299529,162.518114,11:30:00,6.05976,-1.10533,5.37883,-24.75597,18.42193,-5.82019,2.49814,1.92471,74.22125,-6.191747948,2.661215033,0.4729357758,4.15642,10.21923,0.77426,50,5.89967,-7.53641,-118.00451,-4.08998,5.8446,23.03438,-17.80415,b1360d7f-05a0-4958-85e9-be01660ddf35,bdd262c2-9a23-46ee-b0ca-2f8484963315,79.69885,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.3657585,-0.2362326946,1989.282621,0.9999915003,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-10-25,14:15:48,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,81.65065,-0.3652122501,4.316154628,1976.445179,150.4004426,11:00:00,6.08364,-0.84936,5.33123,-26.01756,17.50476,-9.98994,3.57192,2.37493,73.32297,-5.237320791,2.445057442,0.4748182926,6.72189,9.41423,0.46633,50,6.03243,-8.60555,-118.27484,-1.59236,9.35903,26.15383,-19.0664,cd91577f-a742-44a0-a28d-5d085f3dbacb,bdd262c2-9a23-46ee-b0ca-2f8484963315,79.38287,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58882247,1976.34081,0.9999471932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-10-25,14:16:05,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,81.61918,-0.8709038221,1.115434675,2016.96304,152.6559894,11:00:00,6.03463,-0.872,5.00133,-24.96122,18.72336,-9.70014,3.13227,-0.62737,73.77803,-5.506192704,-0.6923810364,0.4757025177,5.43272,10.08557,0.77258,50,5.93146,-1.97766,-118.50979,-2.65048,7.6342,25.16483,-18.00153,be1a5a9d-c9b3-4094-a99c-f31aeaf4edb4,bdd262c2-9a23-46ee-b0ca-2f8484963315,79.23532,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.8153033,0.1504460878,2016.956086,0.9999965526,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-10-25,14:16:31,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,81.93236,-0.9559296685,1.527058344,2071.539224,145.0427485,10:45:00,5.99112,-0.98834,5.42927,-24.34612,18.52364,-12.97357,3.06673,-0.63917,73.71432,-5.52356758,-0.915808494,0.4712452137,7.41528,10.18474,0.86195,50,5.89008,-2.75899,-118.98219,-2.76084,10.44442,26.54555,-17.82884,e58ef5a3-d486-487b-beab-c71e8c7bfcfb,bdd262c2-9a23-46ee-b0ca-2f8484963315,79.98477,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.8540625,-20.78270778,1936.749982,0.9349328073,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-10-25,14:16:53,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,83.45017,-0.2460068691,1.346947025,1982.684656,158.7259215,11:15:00,6.05321,-0.9867,5.51893,-22.52801,18.60248,-7.25812,3.94584,-0.33212,75.0417,-4.484450003,-0.02129001934,0.4615867372,4.31855,10.02179,0.87436,50,6.0171,-2.61857,-121.23934,-1.2412,6.3212,27.37167,-17.50483,604c0446-fbc5-4a4c-b251-adaecf51f92c,bdd262c2-9a23-46ee-b0ca-2f8484963315,81.65841,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.2723863,-9.409054993,1956.010285,0.9865463373,11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-10-25,14:17:39,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,82.66921,-1.941200462,2.375719994,2007.214189,162.9499582,11:30:00,6.00423,-0.73047,5.56967,-20.73272,20.88152,-6.41378,2.46123,0.95516,75.01821,-5.818781438,1.171522754,0.4642932913,4.14538,11.7442,0.53012,50,5.82363,-4.77787,-120.04949,-4.72772,5.99871,25.06499,-15.17924,0d886b36-eeff-4cbc-b072-119ff54c5dc2,bdd262c2-9a23-46ee-b0ca-2f8484963315,81.18239,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.3385664,0.3060763892,2007.185549,0.9999857313,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-10-25,14:17:57,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,82.93558,-3.898558135,1.531329211,2078.634373,168.0053097,11:30:00,6.08673,-0.74105,5.55105,-19.67117,22.55108,-4.78743,0.79814,0.29105,74.02476,-7.593281436,0.6232739425,0.4676727625,3.12021,13.5062,0.61185,50,5.73685,-3.06147,-120.11293,-8.80275,4.43138,29.2999,-12.99232,0d2235e9-a435-42c4-9c5f-21bd43e1f17d,bdd262c2-9a23-46ee-b0ca-2f8484963315,80.59575,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3963170699,2078.584647,0.9999760774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-10-25,14:18:22,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,82.48292,-0.9484917689,2.13309785,2076.783415,167.5494063,11:30:00,6.08852,-0.8984,5.32308,-22.22593,20.49125,-4.53404,3.34572,0.72611,73.73794,-5.12396159,1.279180617,0.4704058093,3.14707,11.22071,0.70879,50,5.98727,-4.3103,-119.66823,-2.70296,4.45894,28.02812,-16.27594,43cb4715-504a-44d3-96f7-26f60c14ebc7,bdd262c2-9a23-46ee-b0ca-2f8484963315,80.12749,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.0262007,0.8513753369,2076.554143,0.9998896026,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-10-25,14:18:43,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,82.73965,-1.787199917,1.827075432,1981.763407,161.1228752,11:15:00,5.9811,-0.504,5.61801,-24.29623,17.67555,-6.05385,2.28734,0.69698,74.15966,-6.365309824,0.6806433702,0.4662835532,3.88161,10.11047,0.35211,50,5.81349,-3.64309,-120.09058,-4.50241,5.53969,28.18331,-17.74477,295bb30e-b33b-4c66-a4d2-3f352e751f2c,bdd262c2-9a23-46ee-b0ca-2f8484963315,80.83587,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1056299977,1981.760039,0.9999983006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-10-25,14:19:13,"Madison, Bryce",1000361960,Left,NA,NA,Fastball,Live,NA,83.5591,-0.1679228591,0.6463744963,2068.240026,160.7658861,11:15:00,6.11392,-0.81722,5.17693,-22.83719,19.05077,-6.65941,4.05282,-0.76402,74.47825,-4.457769867,-0.6072093348,0.4658177326,3.75181,10.14064,0.76205,50,6.0816,-1.1448,-121.2659,-1.12119,5.44559,29.29645,-17.45533,3baa24e0-bf3e-4570-a93b-dd88cec30518,bdd262c2-9a23-46ee-b0ca-2f8484963315,80.91671,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.9561197,0.6696523227,2068.098766,0.9999317003,11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
