PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-04-18,10:59:03,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,37.0849,NA,NA,731.6282964,NA,NA,7.02803,2.96729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.16601,-25.95936,-2.23744,50,7.98673,3.11671,-52.69333,0.921,-5.71568,4.1385,-39.53175,125c9ed4-cb1f-4e5c-a38c-8eb8b2ada0d4,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-04-18,10:59:11,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,40.19413,8.717664176,-1.855449971,813.3225438,NA,NA,7.6132,2.99197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.20317,-27.54555,-2.73927,50,8.55234,0.88901,-57.39659,1.38066,-5.47927,4.6304,-41.48885,5192086f-6e32-4481-b466-1b7e4122a7be,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-04-18,10:59:16,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,39.94908,NA,NA,934.004991,NA,NA,6.03206,2.81958,10.46917,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.54991,-27.69283,-2.84857,50,5.94998,3.5707,-57.69014,10.25506,-1.82495,6.58181,-41.28014,8c5f1d51-d290-4f4f-b33d-303dfc4f31b9,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.830974037,920.2898183,0.9853157394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-04-18,10:59:22,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,43.42321,7.827093364,-3.05692743,1083.640751,NA,NA,5.80017,2.23242,9.69655,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.21542,-30.11077,-2.21623,50,5.84143,3.35832,-62.98004,8.45859,-1.32137,5.00732,-44.54798,cd841e6a-19d6-402c-a0ff-daa5b98e0e6a,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.49928951,1039.019954,0.9588232567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-04-18,10:59:27,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,45.21836,6.275036809,-4.006906645,1132.671211,NA,NA,5.87735,2.17392,9.28562,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83986,-28.77097,-2.12368,50,5.95343,4.64092,-65.72856,6.75434,3.17097,3.04687,-45.51232,9862d3f7-57b5-496a-8d1a-58fdc71fb03f,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96646997,1094.247746,0.9660771242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-04-18,10:59:33,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,48.98209,NA,NA,1245.920374,NA,NA,5.8888,2.05271,8.36155,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.57955,-23.78525,-1.96931,50,6.05693,3.72927,-71.13737,6.79958,9.00089,8.22305,-44.35231,77b16904-c96f-462e-8b75-c6972841787b,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.40274466,1188.889617,0.9542260024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-04-18,10:59:39,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,50.44459,6.059424819,-2.455384669,1275.689607,NA,NA,5.81861,2.45662,6.31107,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.46004,-25.54516,-2.30719,50,6.15346,2.78561,-73.07106,5.49519,-7.27753,8.60861,-45.98572,1cce2ea7-99ea-45c2-a57b-15692fcf7ffc,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39860219,1217.323776,0.95424762380000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-04-18,10:59:45,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,52.74196,NA,NA,1349.221403,NA,NA,5.83341,1.84263,6.02343,NA,NA,NA,7.49026,0.72402,47.44414,NA,NA,0.7223704958,-6.59633,8.63038,-1.69495,50,6.42937,2.72597,-75.82578,10.69232,-3.81149,9.92315,-27.18724,8b670e6d-ccd0-44bc-84df-a9058f90b2de,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,52.17882,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.1789322,21.90251017,1251.834483,0.9278199121,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-04-18,10:59:52,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,51.48491,NA,NA,1250.606414,NA,NA,6.03068,3.46177,6.82159,NA,NA,NA,1.78599,2.20315,48.30716,NA,NA,0.7257376567,-29.34059,-10.47924,-3.14994,50,6.33491,6.96106,-74.30371,6.32035,-16.32319,9.30888,-38.00401,1138b90e-c6b9-4d30-aba1-3f4694565ef0,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,51.93673,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.5913101,11.17757852,1226.883774,0.9810310897,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-04-18,10:59:59,"Zuber, Tyler",1000322281,Right,NA,NA,NA,Warmup,NA,57.14365,NA,NA,1390.108727,NA,NA,5.39237,2.50162,5.12758,NA,NA,NA,3.68785,3.05793,52.26171,NA,NA,0.6750514863,-20.67836,-2.90561,-2.29425,50,5.86269,3.11225,-82.52768,6.9962,-14.12213,11.98269,-34.15841,3319c15a-3e48-4aa0-8b1f-e9473ed5830c,5e0b3449-1ce5-4922-8702-0ca05f70d6e9,55.83639,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.3111079,12.95183746,1354.742712,0.9745588132,01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
