PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-02-21,13:13:26,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,64.78275,2.388123163,2.585853876,1426.034871,166.8408186,11:30:00,6.17297,-0.63889,7.3196,-44.24375,18.61565,-4.36711,4.62611,1.31237,58.2228,-6.306812219,1.725663167,0.5706325236,3.43976,9.99806,0.51874,50,6.27577,-4.19722,-94.33889,3.29666,3.0265,17.5198,-23.37719,650f8270-3140-4ee2-8b04-d94ec1a8255b,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,66.05379,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.895762566,1404.81838,0.9851220389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-02-21,13:13:40,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,69.21604,-1.443520696,3.289904217,1505.784592,153.6530484,11:00:00,6.11709,-0.84624,6.98353,-35.99736,18.80179,-9.33998,1.81487,1.34154,63.68433,-8.367537467,1.481068119,0.5327927468,6.28107,11.16548,0.67528,50,6.03153,-5.63155,-100.81648,-3.17552,6.44816,16.77735,-20.71153,6a899b5b-372e-4bff-9a62-229865c66737,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,70.74503,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.604858265,1488.835026,0.988743698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-02-21,13:13:51,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,71.0426,0.7229199343,1.491827907,1528.142356,152.7211378,11:00:00,6.10208,-0.67794,7.08421,-35.08927,16.9735,-8.7789,3.82801,-0.06831,64.58101,-6.104449087,-0.221844661,0.5193199575,5.51498,9.53748,0.60414,50,6.13034,-2.54614,-103.61312,0.69919,5.92528,19.20043,-21.92702,e2e9bff2-deab-4221-867b-06c7be1dd9a6,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,72.58038,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.55222063,1497.186148,0.9797425893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-02-21,13:14:55,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,68.9662,3.937100714,0.3901222714,1515.56539,152.3526157,11:00:00,6.19002,-0.84282,5.23478,-40.47536,19.83379,-10.3943,6.48881,-1.34576,61.50661,-3.734723627,-1.582982007,0.5589372172,5.74058,9.33699,0.81661,50,6.49369,-0.41771,-99.98188,5.85689,5.6783,19.54708,-22.93835,bf473ec1-574b-4d9d-9a91-96b417c1e07c,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,67.43591,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.4320763,1437.815598,0.9486991509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-02-21,13:15:05,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,68.2548,-1.555684384,1.652890821,1512.51326,163.2758276,11:30:00,6.00092,-0.84583,6.08645,-36.44653,22.78499,-6.85986,1.53738,0.09739,61.71604,-8.512278676,0.3322703182,0.5539210324,4.37254,13.19016,0.73577,50,5.87932,-2.71862,-99.28321,-3.47496,4.27374,18.97427,-19.28191,1b6dbfc5-3d9b-4e1a-9c9b-5ae568b525e3,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,68.04659,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.79701332,1455.38894,0.9622321855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-02-21,13:15:20,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,73.20478,-1.63772262,0.9503834679,1616.939813,167.2937309,11:30:00,6.01515,-0.43212,5.28048,-30.21868,22.19336,-5.012,1.97271,0.03445,66.87228,-7.291355202,0.006312134554,0.5210590572,2.97564,12.42015,0.35682,50,5.86211,-1.63018,-106.45891,-3.86333,3.39578,19.23415,-18.00026,16112c88-1357-4490-926a-f41140b0bbf2,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,72.33813,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-02-21,13:15:33,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,72.56979,1.945118205,-0.2891370333,1512.0774,157.3562424,11:15:00,6.12666,-0.41846,5.22338,-36.97612,17.53849,-7.3306,4.85753,-1.29863,64.68045,-5.073435071,-1.683324411,0.5314077458,3.85286,8.76897,0.44697,50,6.26667,0.7269,-105.3607,2.59365,4.21325,22.43242,-22.58484,8366341d-a70c-4faa-82c9-190321a48e0f,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,70.92941,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-02-21,13:15:46,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,74.67833,0.8309806871,0.6589297341,1535.994681,158.1823186,11:15:00,6.08541,-0.59388,5.18573,-35.09657,15.46928,-6.20986,3.93524,-0.49724,67.95194,-5.753361349,-0.5095335219,0.5117997116,3.52612,8.04816,0.54236,50,6.13348,-1.07478,-108.61638,0.58977,4.18385,20.22772,-22.62466,04ce2d9b-834a-4f77-aa89-46b7ff778f1f,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,73.64685,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.41256476,1350.975288,0.879544249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-02-21,13:15:59,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,75.94721,0.05291362386,1.088752254,1580.822785,177.06425,12:00:00,6.06412,-0.19915,4.87786,-32.28352,17.544,-0.90201,3.42343,0.74634,68.59885,-5.989401152,0.9193463471,0.5080494961,0.82787,9.30672,0.10242,50,6.04659,-2.07004,-110.33941,-0.86128,1.00586,22.28036,-20.86632,f6755950-49fe-44da-b22a-e627173a53ed,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,74.19049,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-02-21,13:16:14,"McCausland, Ryan",1000312225,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,74.39331,0.6308650168,0.5516326855,1537.836998,167.0509514,11:30:00,6.12761,-0.30144,4.95897,-37.28276,14.16649,-3.26723,3.61121,-0.0574,67.67254,-6.334070543,-0.06099060231,0.5162510491,1.90428,7.34807,0.2551,50,6.15802,-0.94655,-108.15886,0.10905,2.23809,20.24478,-23.53789,37eb1d16-2d31-4c9e-a016-fe5ac90ade87,efb8515b-e11d-4e1f-a98f-e8eac84bd72f,73.01184,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
