PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchCall,Balls,Strikes,PitchUID,SessionId
1,2024-04-13,09:59:22,"Dilger, Ryan",1000324472,Right,NA,NA,NA,Warmup,NA,74.58843,-2.877163085,-2.665548852,1902.79211,222.8331458,01:30:00,5.45713,1.17704,4.46172,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.50735,9.17486,-0.93106,50,5.14947,4.56944,-108.14561,-6.5794,-10.03807,19.5082,-21.34837,2a1b4497-f6a0-42e9-879a-696981683122,3083087e-221a-4738-b623-bc63c687a254,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.0002195,23.11755648,1750.000254,0.9197012349,12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-04-13,09:59:34,"Dilger, Ryan",1000324472,Right,NA,NA,NA,Warmup,NA,77.01493,-0.9722521502,-1.707452732,1998.950837,209.9890378,01:00:00,5.22992,1.01763,NA,-32.25414,15.91506,9.20776,1.62974,0.1831,70.24183,-6.967890753,0.01336378091,0.4995236969,-5.38031,8.71664,-0.8705,50,5.1198,3.05414,-111.91327,-2.88769,-6.78447,21.27696,-21.18253,d4dc7753-441d-40d2-b1ac-a1e1efcda277,3083087e-221a-4738-b623-bc63c687a254,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.83656733,1733.986102,0.8674480978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-04-13,10:00:28,"Dilger, Ryan",1000324472,Right,NA,NA,Fastball,Live,NA,81.18198,0.4118192352,-1.655079749,2083.390333,219.1765633,01:15:00,5.47991,1.05832,NA,-27.30893,19.13339,15.63211,3.60269,0.75962,73.17987,-4.547809836,1.189412349,0.4904879651,-8.3308700000000009,9.44232,-0.87883,50,5.49748,2.77193,-117.59466,-0.24788,-11.53907,24.55645,-19.09551,16c64d04-d16b-4938-8126-7030bf8f64c6,3083087e-221a-4738-b623-bc63c687a254,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.045397,31.32369017,1779.723589,0.8542439508,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-04-13,10:00:54,"Dilger, Ryan",1000324472,Right,NA,NA,Fastball,Live,NA,80.3446,-1.143165161,-1.558657961,2075.267742,209.8011274,01:00:00,5.55077,0.84578,NA,-25.14695,21.38538,12.26859,2.35911,0.37407,72.57819,-5.742370429,0.6941087622,0.4909630595,-6.73039,11.24292,-0.68603,50,5.39915,2.71095,-116.46625,-3.26396,-9.14055,24.16803,-16.90502,bfc5d0b0-abe0-41ea-bfc9-397930a63708,3083087e-221a-4738-b623-bc63c687a254,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.1397699,28.91293891,1816.596755,0.8753553667,01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-04-13,10:02:07,"Dilger, Ryan",1000324472,Right,NA,NA,Fastball,Live,NA,81.15654,0.2827512611,-0.7656835528,2101.873354,208.1651505,01:00:00,5.6185,0.77337,NA,-27.19809,19.57472,10.50262,3.62666,0.90483,73.27904,-4.632674896,1.136498877,0.492230057,-5.44254,9.62294,-0.6918,50,5.61999,1.13959,-117.57109,-0.53765,-7.548,24.20366,-18.82846,d339a8e5-2558-46a1-93f4-0a7697567659,3083087e-221a-4738-b623-bc63c687a254,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.1795179,33.1050856,1760.676759,0.837670241,01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-04-13,10:03:33,"Dilger, Ryan",1000324472,Right,NA,NA,Fastball,Live,NA,80.86059,-0.2194335835,-0.142873363,2047.694787,204.1861109,12:45:00,5.55636,1.02187,NA,-32.76629,14.6521,6.59835,2.61272,1.43298,72.67525,-6.152880329,1.056857665,0.4956153746,-3.32683,7.35556,-1.0123,50,5.48937,0.02357,-117.06596,-1.7809,-4.54065,25.49548,-22.13475,94a3696f-5340-44f5-9e39-30ad1ce7b6b4,3083087e-221a-4738-b623-bc63c687a254,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.1361039,38.31319221,1606.690229,0.7846336472,01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-04-13,10:04:25,"Dilger, Ryan",1000324472,Right,NA,NA,Fastball,Live,NA,83.43748,-2.258310868,-1.398052361,2189.249377,205.5904382,12:45:00,5.33984,1.04142,NA,-27.74073,15.94273,7.64546,0.84175,0.32586,76.14322,-7.247925332,-0.0129551751,0.4756964547,-4.21261,8.59762,-0.88336,50,5.03759,2.63339,-120.88756,-5.91859,-6.219,24.08918,-19.48155,069703ca-eaff-49ac-8b4f-7b60ccd49fe4,3083087e-221a-4738-b623-bc63c687a254,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.20124777,1766.609202,0.8069474499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-04-13,10:05:00,"Dilger, Ryan",1000324472,Right,NA,NA,Fastball,Live,NA,82.6287,-0.6595170892,-1.415524863,2267.572748,212.0248845,01:00:00,5.38665,0.85406,5.02011,-26.97576,14.52767,9.10888,2.52191,0.28955,75.30091,-5.696236699,0.2912384628,0.4636746995,-5.26524,7.93233,-0.73701,50,5.3115,2.67731,-120.14211,-2.24661,-7.66083,24.26091,-20.63263,900a0122-e814-4ef2-90a9-ce1703da8a62,3083087e-221a-4738-b623-bc63c687a254,81.2907,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.5875547,44.39440446,1620.273712,0.7145410058,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-04-13,10:06:37,"Dilger, Ryan",1000324472,Right,NA,NA,Fastball,Live,NA,81.73874,-3.616731594,-2.279755982,2150.835425,220.3495468,01:15:00,5.36248,0.90702,5.01061,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.9676,10.87634,-0.71849,50,5.03047,4.23416,-118.45152,-8.27451,-12.52533,26.19553,-16.98272,b10965b9-49ae-4723-8e6b-47add63890fb,3083087e-221a-4738-b623-bc63c687a254,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.35819167,1910.266534,0.8881509533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-04-13,10:07:25,"Dilger, Ryan",1000324472,Right,NA,NA,Fastball,Live,NA,82.15092,-0.171114619,-0.6958804959,2157.854866,212.0976751,01:00:00,5.35794,0.86525,4.68386,-26.50996,16.20155,10.18512,2.9878,1.05935,74.42462,-5.10765044,1.206167973,0.4703746228,-5.58212,8.59326,-0.80822,50,5.32244,1.10974,-119.36822,-1.24177,-7.9765,25.04385,-19.89482,739c5758-46bb-4744-803e-8f20edcd0b8a,3083087e-221a-4738-b623-bc63c687a254,80.13281,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.9108323,40.90435588,1630.914671,0.7558036907,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
