PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchCall,Balls,Strikes,PitchUID,SessionId
1,2024-06-04,10:06:04,"Wade, Konner",1000299019,Right,NA,NA,NA,Warmup,NA,78.62043,1.0330392880000001,-2.759544821,2067.249625,251.9981194,02:30:00,5.68917,2.23687,NA,-44.11474,6.17921,19.2151,3.01465,1.16361,70.25331,-7.000774693,0.7536739129,0.5104218468,-10.57484,2.7371,-1.92648,50,5.76241,4.73524,-113.63243,0.34813,-13.51012,25.26608,-28.67721,bc6d1dc1-0d9e-4f79-833c-bd60b8f3e25f,1d2ae134-c9af-40a3-91db-41a6ea8bc150,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.1409587,33.8741019,1716.363573,0.8302643051,02:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-06-04,10:06:18,"Wade, Konner",1000299019,Right,NA,NA,NA,Warmup,NA,80.0613,1.393793438,-2.828822659,2138.849134,274.7938434,03:15:00,5.49361,2.07569,NA,-51.00302,-1.55503,17.81186,2.6151,0.77764,72.43082,-7.698711997,0.3613035563,0.5061109712,-9.5144,-1.1843,-1.71944,50,5.6088,4.94698,-115.67585,0.61643,-12.75851,23.65725,-33.76216,18f5bcce-a0a5-4cfc-825c-40f5c02112b3,1d2ae134-c9af-40a3-91db-41a6ea8bc150,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-06-04,10:06:39,"Wade, Konner",1000299019,Right,NA,NA,NA,Warmup,NA,81.82671,-0.3598887956,-2.689174676,2132.162074,251.1597896,02:15:00,5.5804,2.21836,4.17086,-38.61219,6.13961,18.10691,2.01743,1.14813,74.40728,-7.395132082,0.6273580132,0.4814782447,-10.01248,3.22987,-1.93948,50,5.50152,4.87936,-118.59242,-2.21897,-14.15547,24.22023,-27.60771,f55351d6-0ffe-4f67-840a-710b2865bd45,1d2ae134-c9af-40a3-91db-41a6ea8bc150,78.28482,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.4693553,20.31131772,1999.585058,0.9378203856,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-06-04,10:07:05,"Wade, Konner",1000299019,Right,NA,NA,NA,Warmup,NA,80.86154,-0.9588371965,-4.475329244,2167.797779,241.029588,02:00:00,5.56161,1.93875,4.23306,-36.8742,8.86611,16.09215,1.56798,-1.01318,73.73643,-7.664744614,-1.537590708,0.4867667957,-9.48111,4.78999,-1.46441,50,5.41962,8.55488,-117.00629,-3.34604,-13.1004,22.75591,-25.55555,67713034-3491-40eb-b84a-765b3f53f55c,1d2ae134-c9af-40a3-91db-41a6ea8bc150,77.43429,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.6297518,33.1905431,1814.131716,0.8368546796,01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-06-04,10:07:31,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Live,NA,83.92618,-1.058358278,-5.000260833,2137.341271,245.1288609,02:15:00,5.68944,1.96662,4.41041,-34.7917,7.3188,15.86615,1.77628,-1.49459,76.71959,-7.395327247,-2.102944191,0.4670534272,-9.51139,4.04046,-1.44903,50,5.54344,10.01828,-121.41715,-3.57807,-14.20011,23.74764,-26.14182,f47bb97b-d962-4d95-9ac6-5b5f7d7525f5,1d2ae134-c9af-40a3-91db-41a6ea8bc150,80.70263,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.830429,35.65443978,1736.690853,0.812547288,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-06-04,10:08:53,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Live,NA,81.98837,0.1574540187,-2.478031701,2174.264834,263.681371,02:45:00,5.75931,2.08184,NA,-43.92515,2.23996,20.61803,2.25307,1.37408,75.08697,-7.655218003,1.209844266,0.4890219171,-10.7395,1.04926,-1.78657,50,5.71994,4.23905,-118.72717,-1.58885,-15.3442,22.52448,-30.6749,9d811ed8-e2d3-48e3-b2e2-37f6a0b500b9,1d2ae134-c9af-40a3-91db-41a6ea8bc150,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.1605218,30.06878593,1881.662077,0.8654245093,01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-06-04,10:09:13,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Live,NA,82.21195,1.246411028,-4.375823803,2092.830112,239.4770634,02:00:00,5.79794,2.14134,NA,-36.68688,9.89231,16.93741,3.96619,-0.74471,74.29281,-5.308459495,-1.348393756,0.4912102332,-9.53658,4.44987,-1.58505,50,5.9123,8.33951,-118.68217,0.9821,-13.52697,23.88422,-25.86222,d84e677e-aa28-4c71-b678-2e6683034c95,1d2ae134-c9af-40a3-91db-41a6ea8bc150,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.8187306,27.07570702,1863.468221,0.8904058722,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-06-04,10:09:35,"Wade, Konner",1000299019,Right,NA,NA,ChangeUp,Live,NA,75.96968,0.336786537,-2.362629027,1893.006341,234.9865729,01:45:00,5.51592,2.25164,NA,-38.80799,14.81836,21.24114,2.60873,1.7298,68.30744,-6.698910036,1.504827179,0.5270605687,-11.36647,7.28105,-1.98948,50,5.51073,3.73211,-109.90826,-0.81977,-13.67237,22.50136,-23.4159,6c7278c9-0a0a-455f-a348-0d452b057333,1d2ae134-c9af-40a3-91db-41a6ea8bc150,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.6920872,13.7891628,1838.448724,0.9711793799,02:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-06-04,10:10:00,"Wade, Konner",1000299019,Right,NA,NA,ChangeUp,Live,NA,76.36095,-0.3270717597,-4.942434581,1875.252111,260.5825394,02:45:00,5.42833,2.50548,5.6762,-45.27922,3.03164,18.53467,1.34906,-0.5683,70.34104,-8.736120739,-1.483544072,0.5002577246,-11.25167,1.71014,-2.10007,50,5.37232,9.041,-110.74146,-1.94276,-14.01047,19.27413,-30.0446,0430033b-558f-4e9c-ad18-dd026c796fc9,1d2ae134-c9af-40a3-91db-41a6ea8bc150,75.34604,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.9183582,26.81874303,1673.546761,0.8924382762,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-06-04,10:10:19,"Wade, Konner",1000299019,Right,NA,NA,ChangeUp,Live,NA,77.47612,-0.2587378309,-4.627950688,1892.892456,238.7006866,02:00:00,5.54134,2.12559,3.77048,-39.32153,11.90305,19.70009,2.01395,-0.71016,69.7912,-7.39923631,-1.039602389,0.5151225824,-11.3789,6.06411,-1.60304,50,5.46675,8.31824,-111.89441,-1.98302,-14.22297,22.84627,-24.59426,3dac1e71-956d-4686-8076-414ead4e8fe2,1d2ae134-c9af-40a3-91db-41a6ea8bc150,73.17179,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.3480244,21.14984086,1765.387268,0.9326400253,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
