PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-12-10,15:56:51,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,71.86899,0.07701692656,-2.752237711,1834.507558,215.9241127,01:15:00,6.11791,1.89967,4.89953,-42.44219,14.26999,10.38563,2.65397,0.16044,65.13592,-7.774677909,-0.8210044784,0.542012821,-6.2944,7.43016,-1.63892,50,6.09105,4.69602,-104.23667,-1.14663,-6.8358,19.63302,-24.1048,0cbb0b9c-0725-4140-9ef5-ba40da85c7c7,06e7f799-2476-4d47-9b95-46ffe6d3da85,69.5416,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.97418307,1589.143293,0.866250611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-12-10,15:57:01,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,75.29258,2.268093969,-1.552582857,1784.789671,227.5994437,01:30:00,5.77096,1.74602,5.26561,-39.26375,11.81333,12.9935,4.63124,1.37015,67.73741,-5.082758381,0.8848700523,0.5143804123,-7.38369,5.52032,-1.61348,50,5.9502,2.57096,-109.24946,3.14954,-8.78316,22.0777,-25.60743,780d2df5-370f-4867-8bb9-89ffcfdb91e7,06e7f799-2476-4d47-9b95-46ffe6d3da85,73.27736,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.32977914,1585.569185,0.8883787323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-12-10,15:57:15,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,76.59105,1.185801647,-1.568310566,1793.179168,229.6077364,01:45:00,5.92335,1.72507,4.88854,-39.57509,10.01895,11.83383,3.74761,1.22745,69.6574,-6.130213869,0.62624496,0.5068577772,-6.63279,4.87159,-1.58114,50,6.00716,2.65931,-111.20796,1.0137100000000001,-8.25481,21.09758,-26.11114,26c223b0-a8d4-4b59-b658-1a935ba7d402,06e7f799-2476-4d47-9b95-46ffe6d3da85,74.36492,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.2878239,33.16635178,1501.044707,0.8370857379,01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-12-10,15:57:37,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,75.80332,1.065496015,-3.6538795569999998,1950.810757,223.0946648,01:30:00,5.88021,1.7772,5.16485,-37.23016,13.53684,12.74263,3.78252,-0.604,68.11182,-5.888325865,-1.270166064,0.512816706,-7.92838,6.79505,-1.44601,50,5.95207,6.6241,-109.84106,0.90695,-9.51866,22.59514,-24.01605,c3b1cfc0-c5c1-424f-88d2-e644420a5ba6,06e7f799-2476-4d47-9b95-46ffe6d3da85,73.5008,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.89816966,1560.070851,0.7997038388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-12-10,15:57:52,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,76.2884,-0.4234334939,-3.178242801,1910.365348,205.6483216,12:45:00,6.20569,1.41654,NA,-33.29248,19.63719,9.46257,3.01997,-0.88078,69.01338,-6.433150155,-1.464937675,0.5236257664,-5.67466,9.8952,-1.0398,50,6.11386,5.76664,-110.3721,-2.09086,-6.93596,21.32266,-20.07948,44d20bc0-8047-4a97-93f2-66a20fd21406,06e7f799-2476-4d47-9b95-46ffe6d3da85,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.6442662,41.10815072,1439.402728,0.7534698685,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-12-10,15:58:32,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,77.5318,-1.196286439,-3.823154936,1895.640387,219.3097301,01:15:00,5.81933,1.92995,5.30165,-32.2582,15.80341,12.98351,2.00559,-0.58201,70.21048,-7.203535261,-1.395628747,0.4989655622,-8.07535,8.74637,-1.59186,50,5.68769,7.11069,-112.39269,-3.34617,-10.20542,22.65333,-21.12061,58fa0f2b-28ab-4b16-84d1-cd13e9647c96,06e7f799-2476-4d47-9b95-46ffe6d3da85,75.54116,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.4039348,27.58120505,1680.211299,0.8863555083,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-12-10,15:58:42,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,77.98419,-1.336007131,-3.749015971,1896.572159,207.2263934,01:00:00,5.72843,1.55609,5.35592,-33.87035,12.89516,6.66201,1.65022,-1.40921,71.75184,-7.592731925,-2.512481145,0.4921916405,-4.53404,7.17884,-1.2238,50,5.58438,7.20962,-113.19174,-3.7,-5.89977,20.08959,-22.83282,b7120bb6-7f40-4053-b2b1-f69c12d27760,06e7f799-2476-4d47-9b95-46ffe6d3da85,76.58082,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.6901636,38.41698119,1485.981979,0.7835093286,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-12-10,15:58:54,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,NA,Warmup,NA,79.18472,-0.4580236239,-3.430257938,1825.759657,211.4341395,01:00:00,5.65246,1.84808,5.01064,-28.84068,18.36459,11.26541,2.81604,-0.45423,70.45361,-5.856374903,-1.317207403,0.4945004161,-7.16238,9.83205,-1.52782,50,5.58624,6.50726,-114.6588,-1.85395,-9.27348,26.61333,-19.44403,995baae0-0867-47ce-84ce-6fe4562065e4,06e7f799-2476-4d47-9b95-46ffe6d3da85,76.22327,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.236968,26.34226255,1636.171621,0.896159368,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-12-10,15:59:10,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,78.06685,-1.535175141,-4.287543958,1849.101966,208.8750062,01:00:00,5.76706,1.89993,5.00086,-32.092,16.11421,8.92044,1.63927,-1.41126,70.43107,-7.483156076,-2.62758353,0.4997156198,-6.07496,8.95463,-1.49472,50,5.5942,8.18289,-112.99084,-4.07362,-7.72784,23.6638,-20.78304,7dac84f8-5c52-46be-98c1-c302b4c92f31,06e7f799-2476-4d47-9b95-46ffe6d3da85,75.42778,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.3166413,33.81443839,1536.315751,0.8308442578,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-12-10,15:59:26,"Lavine, Justin",1000371707,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,79.0064,0.7682433894,-4.589182948,1872.849269,205.9194404,12:45:00,5.70805,1.83483,5.46041,-29.09215,17.05279,8.33657,4.00504,-1.77456,71.14718,-4.683441739,-3.028378474,0.4889151326,-5.90307,8.84283,-1.43599,50,5.75635,8.93203,-114.45081,0.65074,-7.72336,23.80499,-20.60441,e2651586-d31a-4c53-af05-430d18318cc4,06e7f799-2476-4d47-9b95-46ffe6d3da85,77.09403,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.239463,35.31458649,1528.227121,0.8159904513,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
