PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-02-07,10:19:06,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,80.8873,1.028592192,-4.130212599,1924.105628,239.5929468,02:00:00,5.19566,1.88501,4.83754,-35.75845,8.40577,14.45307,3.18327,-0.7916,72.94102,-5.65644242,-1.425794896,0.4783069643,-8.97335,4.13355,-1.52234,50,5.26356,8.00287,-117.21842,0.96806,-12.32293,24.84019,-26.49751,c0beb8e6-9334-49e7-bb7a-1d360653d90d,9d5ffd21-a53e-4b84-b12d-2e6c97405641,78.80387,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.3845836,21.05593383,1795.63335,0.9332301323,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-02-07,10:19:19,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,71.56306,1.276691762,-2.674741722,2352.063366,85.01397182,08:45:00,5.27067,2.14354,4.19734,-60.00925,-1.24042,-13.83276,1.48328,-1.54994,64.15363,-9.832008862,-5.255114266,0.55175326710000006,6.20585,-1.12831,-1.86071,50,5.34918,5.25964,-103.55701,0.48068,6.51475,22.65216,-33.35852,d9e4eedf-be61-49f0-abe4-dd2020c3af00,9d5ffd21-a53e-4b84-b12d-2e6c97405641,68.31394,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-02-07,10:19:30,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,71.82677,1.952328461,-1.335592444,2335.488515,105.313366,09:30:00,5.20614,2.00432,4.16105,-55.73809,2.10386,-7.83441,2.41694,0.08261,64.57364,-8.366188998,-2.793983518,0.5473849902,3.60593,0.4142,-1.8614,50,5.35698,2.66941,-104.06687,1.8187,3.86087,21.31476,-31.73056,8240249e-bf27-481d-abd6-231235f7ba28,9d5ffd21-a53e-4b84-b12d-2e6c97405641,68.8591,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.69102629,72.20286357,713.8367361,0.3056477184,09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-02-07,10:19:41,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,70.66667,3.1055711,-0.4298413447,2324.901665,111.4384861,09:45:00,5.22789,1.92863,4.09252,-54.2581,5.29947,-13.58878,3.6629,0.38742,63.76324,-6.909270235,-2.946958304,0.5554435098,6.88868,1.73347,-1.87222,50,5.50014,1.18936,-102.37615,3.87242,7.1954,19.39317,-30.3634,d12374cb-5626-4963-a27a-b38d3383ba10,9d5ffd21-a53e-4b84-b12d-2e6c97405641,67.86008,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.9317636,68.88551511,837.5055013,0.3602326557,10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-02-07,10:19:54,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,80.93615,1.014423367,-2.90694726,1952.555054,262.1857274,02:45:00,5.11593,2.07952,4.83939,-41.45163,2.6309,19.5887,2.61449,0.98283,73.05599,-6.737535249,0.7695490457,0.4778643339,-11.33616,1.06908,-1.83115,50,5.17848,5.33734,-117.42398,0.75854,-15.58659,25.39587,-30.70412,f8a562e6-f030-4d40-a4f3-b3e40dd8a483,9d5ffd21-a53e-4b84-b12d-2e6c97405641,78.87686,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.0184457,29.84428291,1693.609335,0.8673810917,02:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-02-07,10:20:57,"Moore, Ryne",1000295348,Right,NA,NA,Sinker,Live,NA,82.20864,0.6629006409,-2.945426558,1949.047938,247.9389079,02:15:00,5.09415,1.86085,4.57623,-36.81997,6.13288,15.26287,2.65153,0.35395,74.4666,-6.176884749,-0.1024035375,0.4717016629,-8.92033,3.01745,-1.5935,50,5.12874,5.61937,-119.27084,0.13357,-12.72224,25.06217,-27.87054,695ae0ff-b709-4b08-9de1-6d92323e38dc,9d5ffd21-a53e-4b84-b12d-2e6c97405641,79.90737,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.31096042,1699.522323,0.8719756399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-02-07,10:21:09,"Moore, Ryne",1000295348,Right,NA,NA,Sinker,Live,NA,83.08364,-0.5233569959,-4.749373896,1974.007765,249.5852399,02:15:00,4.96659,1.90375,4.61376,-35.61699,6.53799,17.68478,1.50382,-1.10645,75.30143,-7.129528974,-1.461185264,0.4673000414,-10.75491,3.59859,-1.46965,50,4.89022,9.39328,-120.29941,-2.31409,-15.60978,25.42261,-26.95102,398d1520-98dc-4d9f-89f1-f3b906ab868b,9d5ffd21-a53e-4b84-b12d-2e6c97405641,80.66004,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.50389404,1836.602329,0.930392657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-02-07,10:21:21,"Moore, Ryne",1000295348,Right,NA,NA,ChangeUp,Live,NA,76.81161,0.2184325088,-3.095253534,1693.193464,269.4842648,03:00:00,4.94833,1.83128,4.62506,-48.84218,0.09039,14.93871,1.08416,0.15838,70.27651,-8.806291688,-0.316441655,0.5034663021,-8.76426,-0.01696,-1.55195,50,4.93186,5.5567,-111.4777,-1.11579,-10.96486,21.12605,-32.19527,49d8e175-8804-420e-8859-0c0339aab91b,9d5ffd21-a53e-4b84-b12d-2e6c97405641,74.86586,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5695512,1472.667381,0.8697573031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-02-07,10:21:34,"Moore, Ryne",1000295348,Right,NA,NA,ChangeUp,Live,NA,77.18654,0.5758435373,-3.86414317,1752.588587,282.0692632,03:30:00,4.92485,1.87397,4.65003,-51.01321,-2.63483,12.12246,1.21705,-0.75872,70.77383,-8.839543243,-1.614188499,0.5006071985,-7.48315,-1.5507,-1.52173,50,4.94035,7.17829,-111.95378,-0.48633,-9.4674,20.80638,-34.13593,8dd30829-9acf-4e35-a081-a6c109b756ca,9d5ffd21-a53e-4b84-b12d-2e6c97405641,75.29344,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.36376083,1570.306772,0.8959928096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-02-07,10:21:53,"Moore, Ryne",1000295348,Right,NA,NA,Sinker,Live,NA,83.06247,0.5392648318,-2.678466953,2007.637081,256.9960288,02:30:00,5.0164,1.81462,4.7217,-37.74073,4.07118,17.8323,2.37885,0.78088,75.3373,-6.485868967,0.6525336247,0.4653946713,-10.23454,1.98377,-1.58072,50,5.03856,5.04265,-120.57149,-0.12941,-14.91867,25.58273,-29.28235,b08c085d-c51a-4078-8e51-93e99d218cc8,9d5ffd21-a53e-4b84-b12d-2e6c97405641,80.99027,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.5833767,24.8914885,1821.140747,0.9071065507,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
