PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-09-04,14:01:52,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,75.36915,-2.555995136,5.033434462,1536.517972,143.1612452,10:45:00,5.80197,-2.00638,6.04915,-36.47315,13.09926,-9.84361,0.38598,1.84428,68.73066,-9.389507388,3.175163442,0.5067473137,6.91192,7.91669,1.61975,50,5.58306,-9.35394,-109.14769,-5.85248,8.24923,21.12266,-22.72565,7c3d7cc3-3f94-4c75-b903-047d95f602ec,53181fab-0e70-48a5-8832-557f063b4553,74.38113,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.5062433,-0.8808670101,1536.336389,0.9998818219,10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-09-04,14:02:05,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,77.32488,-3.437685854,5.3626895,1678.961275,138.8259068,10:45:00,5.80898,-1.86243,6.37732,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36584,7.51023,1.4802,50,5.54395,-10.24455,-111.8329,-7.63923,9.14339,23.89537,-22.85142,72acd5f6-5183-4a7f-978e-6c1d33bcec8d,53181fab-0e70-48a5-8832-557f063b4553,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.16054675,1634.864888,0.973735912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-09-04,14:02:19,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,76.4295,-0.3973432282,2.672391602,1657.145636,151.4249665,11:00:00,5.93221,-2.15521,4.96341,-36.49491,13.79271,-7.54177,2.51524,-0.25766,68.80348,-7.179784486,1.26442849,0.5103897211,4.84471,7.36474,1.90281,50,5.86495,-4.93264,-110.81559,-1.92961,5.91129,23.26818,-23.18792,b9f23607-77af-4b6d-beee-73cd191fb151,53181fab-0e70-48a5-8832-557f063b4553,73.85031,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.2797896,-11.22669945,1625.435387,0.9808645369,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-09-04,14:02:50,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,77.62896,0.9172595646,3.845060848,1563.774356,155.9702642,11:15:00,5.94118,-1.82686,5.63311,-35.47209,11.4691,-5.14435,3.84285,1.33674,70.80147,-5.710866646,2.883044459,0.4931152802,3.85593,5.86973,1.50311,50,5.99677,-7.42148,-112.67868,0.76247,4.94198,21.06804,-24.65106,19b68e9c-5cbf-4bdb-aac2-a0cf3f8a134c,53181fab-0e70-48a5-8832-557f063b4553,76.43738,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.6851233,0.5514863599,1563.701919,0.9999536776,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-09-04,14:03:05,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,68.23075,0.4711802838,2.840440228,1474.985641,124.6531243,10:15:00,6.02886,-2.01746,5.4628,-53.35303,8.79539,-12.82225,2.02427,-0.42562,61.56985,-9.522146023,0.4195734435,0.5673962192,7.83271,4.53571,1.77611,50,6.03492,-4.57454,-98.97353,-0.58356,7.59027,19.19218,-27.77873,4c4dcbc0-2daa-4b1e-a88c-86fc99b6f61b,53181fab-0e70-48a5-8832-557f063b4553,66.43054,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.3796881,-40.84057647,1115.874011,0.756532118,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-09-04,14:03:23,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,69.92553,-1.100605835,1.882482281,1427.61215,87.42885873,09:00:00,5.85686,-2.14071,5.47792,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40392,0.10724,1.98276,50,5.72101,-3.04788,-101.47364,-3.5486,6.509,20.50176,-32.06505,b05b2c27-0c5f-4bbe-8f53-87922a97e335,53181fab-0e70-48a5-8832-557f063b4553,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-09-04,14:03:42,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,70.04742,0.4756168411,5.071516033,1943.321054,191.5881913,12:30:00,5.75271,-2.21514,5.29029,-56.22372,3.01232,0.63017,1.51569,2.6112,63.86254,-9.929037137,5.188800769,0.5539421268,1.2987899999999999,1.44283,1.75247,50,5.75618,-9.01338,-101.36594,-0.7169,1.33133,18.85831,-30.69507,61122eff-0b95-4a2d-a180-4a88e355a559,53181fab-0e70-48a5-8832-557f063b4553,68.044,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.16248467,130.0610613,0.06692721258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-09-04,14:04:00,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,70.11804,0.006431011611,3.434272152,NA,NA,NA,5.8232,-2.03878,5.29657,-55.8556,3.06752,2.65085,1.17462,1.40986,63.94964,-10.34306649,3.92996631,0.5524770851,-0.28711,1.62425,1.72471,50,5.78425,-6.17551,-101.6777,-1.54152,-0.2957,19.19238,-30.50124,5c2098f9-08aa-441f-84a0-c75d1f4b1be3,53181fab-0e70-48a5-8832-557f063b4553,68.22444,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-09-04,14:04:19,"Lile, Chase",1000323089,Left,NA,NA,NA,Warmup,NA,76.98767,2.800519461,2.398755583,1350.872144,155.78364439999999,11:15:00,5.78529,-2.06753,5.48047,-38.78536,9.69595,-4.38168,5.17752,-0.18726,69.26368,-4.484197497,1.575029069,0.5011394254,3.10616,4.2733,1.86022,50,6.00523,-4.54741,-111.65977,4.31536,3.86447,22.83608,-26.85751,5f45b5f3-564e-4a9e-8e4e-457de13b52e5,53181fab-0e70-48a5-8832-557f063b4553,75.21348,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.7107472,-2.712340356,1349.35877,0.998879706,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-09-04,14:05:04,"Lile, Chase",1000323089,Left,NA,NA,Fastball,Live,NA,78.63676,-2.767055157,3.045136357,1503.332556,150.6229541,11:00:00,5.89589,-1.79144,6.04701,-30.58966,15.1241,-8.52525,0.77985,0.31947,70.99081,-8.538360847,1.42244695,0.4866255103,5.6707,9.17463,1.55915,50,5.66417,-5.8351,-114.07009,-6.35767,7.32326,24.87053,-20.32574,01c21854-cfce-4878-90bc-7f7c266f8c81,53181fab-0e70-48a5-8832-557f063b4553,77.45677,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7419035471,1503.206528,0.9999161673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
