PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-01-24,11:01:40,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,82.92029,-0.8482123409,1.945867913,1922.430971,148.5698475,11:00:00,5.47518,-1.49068,5.28495,-27.94974,12.52981,-7.67914,2.35649,-0.31981,76.28378,-6.064807422,0.5071875802,0.4579195665,4.63602,6.94868,1.33512,50,5.38849,-3.86171,-120.65862,-2.65238,6.86631,22.45075,-21.8825,0b9d9603-8389-4184-bf1f-5fdc20db14ed,8d405436-7d86-4f96-9e5c-1575b8deeaf4,82.31236,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.47779919,1749.646503,0.9101218868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-01-24,11:01:54,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,83.65664,-0.5596933987,2.413802307,1889.853788,145.3796963,10:45:00,5.44049,-1.62504,NA,-30.51721,11.20965,-7.76722,2.36281,0.03243,77.23473,-6.101895328,0.9985281275,0.4649211242,4.56119,5.85862,1.37573,50,5.35163,-4.82327,-121.51194,-2.36251,6.89235,21.42935,-23.32118,2d988be6-d014-409b-8f4c-fd6ecf26badc,8d405436-7d86-4f96-9e5c-1575b8deeaf4,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.10675879,1711.298045,0.9055187528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-01-24,11:02:37,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,88.09243,-0.8055636581,2.519141951,2003.402639,143.6571116,10:45:00,5.48886,-1.34908,5.37248,-24.85744,10.83486,-7.99669,2.66851,0.32557,81.12986,-5.450191566,1.02115208,0.4299902922,4.9516,6.03707,1.15016,50,5.40923,-5.37979,-128.17489,-2.61014,8.29617,24.72353,-22.05923,4bebd6f1-1902-4b5e-813e-2ea19876b471,8d405436-7d86-4f96-9e5c-1575b8deeaf4,87.65881,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.86911903,1787.117796,0.8920412509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-01-24,11:02:53,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,88.90671,-0.1942815522,2.993046434,2055.695339,152.3203885,11:00:00,5.42669,-1.36722,5.52533,-22.77262,12.11484,-6.37827,3.34881,0.87546,81.69722,-4.467523545,1.795229688,0.4251146825,4.23224,6.60649,1.13675,50,5.39901,-6.55988,-129.34027,-1.16329,7.21273,25.44716,-20.91505,2d8065df-a881-4b41-8581-e328c8aad50a,8d405436-7d86-4f96-9e5c-1575b8deeaf4,88.66417,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.20045655,1794.453854,0.8729181898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-01-24,11:03:19,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,88.46316,-0.7934301629,1.699959969,1974.203197,142.7376274,10:45:00,5.4398,-1.36543,5.61427,-26.04908,8.92752,-6.81409,2.53516,-0.36122,81.67907,-5.677427063,0.418047842,0.425657417,4.12757,5.0446,1.23888,50,5.36525,-3.61116,-128.84154,-2.59811,6.9982,24.60021,-23.62103,8a8fbf5b-3fa1-4d0f-b150-4aa5aaf5cf0b,8d405436-7d86-4f96-9e5c-1575b8deeaf4,88.55112,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.39193498,1736.737179,0.8797155136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-01-24,11:03:36,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,89.05458,-0.02841714959,2.457031141,2116.671184,143.3422856,10:45:00,5.47669,-1.41389,5.4836,-25.00931,9.74574,-7.28122,3.36622,0.25783,81.9715,-4.715312247,1.090512625,0.424307171,4.5641,5.27142,1.22416,50,5.46049,-5.32776,-129.6176,-0.86834,7.82227,25.21056,-23.13953,49fdaea9-00f8-4f61-91b2-320fb0c67f07,8d405436-7d86-4f96-9e5c-1575b8deeaf4,88.83291,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.6066017,-29.26959642,1846.433311,0.8723288368,11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-01-24,11:03:56,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,89.07151,-1.444175846,2.079885408,2072.29291,148.6780191,11:00:00,5.4494,-1.23195,5.36916,-24.56445,10.39726,-6.34347,2.0599,0.17199,81.99279,-6.031966899,0.8903422491,0.4255667978,3.95959,5.9746,1.06748,50,5.31824,-4.49863,-129.59555,-4.07432,6.77083,25.6947,-21.9576,b62ce0d3-8096-4add-bf28-2f0ca28ebc55,8d405436-7d86-4f96-9e5c-1575b8deeaf4,88.56997,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.15491663,1714.869207,0.8275225953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-01-24,11:04:14,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,89.6835,-1.406712747,1.953242068,2120.270072,141.5240179,10:45:00,5.35742,-1.37611,5.76688,-23.03274,11.03335,-8.78796,2.14027,-0.3072,82.25998,-5.750111388,0.2898029132,0.4200804983,5.33701,6.41463,1.23608,50,5.24205,-4.1838,-130.54401,-3.91063,9.22378,27.09091,-21.08785,62af3307-7ab0-4695-8ca3-3c2d871c987d,8d405436-7d86-4f96-9e5c-1575b8deeaf4,89.72671,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.7874735,-32.66024605,1785.024456,0.8418854183,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-01-24,11:04:35,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,89.33023,-0.1919581353,2.355162127,2143.662569,127.0709216,10:15:00,5.45523,-1.26492,5.62507,-26.69334,7.78136,-10.34452,3.05321,0.05113,81.97507,-5.215471392,0.4041232085,0.4225923612,6.25533,4.28054,1.09042,50,5.42656,-5.02375,-130.01913,-1.2713699999999999,10.74196,26.44838,-24.82329,b5f5554f-65d3-42ea-898a-0fdf4563ec56,8d405436-7d86-4f96-9e5c-1575b8deeaf4,89.19338,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.8788535,-31.57622674,1826.281051,0.8519442739,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-01-24,11:05:35,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,89.40852,-1.455142602,3.496767606,2142.20413,147.0608928,11:00:00,5.44254,-1.21881,5.3997,-24.23443,10.40495,-6.76368,2.06949,1.46739,82.50389,-5.974812425,2.232076877,0.423600479,4.52645,5.97007,0.94161,50,5.31146,-7.71996,-129.96408,-4.10164,7.80982,24.99777,-21.87345,a39db07d-deff-4047-bf39-87a06df7109e,8d405436-7d86-4f96-9e5c-1575b8deeaf4,88.98111,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.9320026,-32.50435092,1806.629228,0.843350642,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-01-24,11:05:58,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Sinker,Live,NA,89.02487,-0.3681003957,2.097464122,2007.610211,111.9722515,09:45:00,5.345,-1.41203,5.719,-28.98293,5.58773,-13.92181,2.58989,-0.63608,81.81079,-5.827105889,-0.5334809233,0.4231800922,8.15531,3.14597,1.26226,50,5.30286,-4.32049,-129.61475,-1.72123,13.91868,26.26695,-26.80482,098e1592-b1fd-4038-a55e-4daebf8c55f4,8d405436-7d86-4f96-9e5c-1575b8deeaf4,89.0695,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.5799096,-31.08804743,1719.266835,0.85637482089999994,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-01-24,11:06:24,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Sinker,Live,NA,89.50584,-0.2000458148,0.8966183805,2078.976956,111.5443785,09:45:00,5.48522,-1.28395,5.43223,-28.64573,5.9964,-15.26109,2.91248,-1.72388,82.03748,-5.574583885,-1.976990409,0.4236173245,8.49102,3.29407,1.22111,50,5.45304,-1.54423,-130.30362,-1.38423,14.60151,27.32898,-26.50943,fd1c9d8d-4e54-4fcc-8216-9324332e2f34,8d405436-7d86-4f96-9e5c-1575b8deeaf4,88.97757,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.1869067,-33.88160491,1725.948601,0.8301913091,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2024-01-24,11:06:44,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Sinker,Live,NA,88.90776,-1.428038647,2.952031436,2133.472934,118.4555644,10:00:00,5.39884,-1.08348,5.52576,-26.21239,8.96224,-16.56869,1.89004,0.27189,81.23395,-6.356256216,-0.175645519,0.4268606992,9.82804,5.26818,0.86176,50,5.27289,-6.14155,-129.23287,-4.053,16.57774,27.58366,-23.28778,d29008bb-2811-40b2-95ae-8d7c2b0c12eb,8d405436-7d86-4f96-9e5c-1575b8deeaf4,88.3015,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.90378903,1811.183556,0.8489367396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2024-01-24,11:07:05,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Sinker,Live,NA,89.2553,-1.530013554,0.6213081704,2034.6358520000001,129.3400839,10:15:00,5.32109,-1.28999,5.54811,-24.71694,10.05347,-12.2928,1.84469,-1.73926,81.69843,-6.174220773,-1.701006354,0.424400943,6.8471,5.89015,1.24834,50,5.18884,-1.02033,-129.90569,-4.25096,11.67579,27.74867,-22.13007,960df84e-b7f1-4391-8646-c17cd66bed96,8d405436-7d86-4f96-9e5c-1575b8deeaf4,88.81328,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.55354289,1634.424299,0.803300648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2024-01-24,11:07:54,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Cutter,Live,NA,87.46171,-1.285052996,1.747453255,2258.052745,161.0446713,11:15:00,5.3675,-1.19794,5.42596,-24.43168,11.84317,-4.07791,2.13854,0.08398,80.25242,-5.861757866,0.980563003,0.4334851547,2.67698,6.74232,1.06071,50,5.25095,-3.75317,-127.26688,-3.63222,4.39912,25.6394,-21.09431,d55f6f2a-c27d-4f4d-b24d-4ef5a617e400,8d405436-7d86-4f96-9e5c-1575b8deeaf4,86.95209,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.9093765,-41.76056181,1684.359704,0.7459346148,11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2024-01-24,11:08:18,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,ChangeUp,Live,NA,81.33196,-1.953856177,2.288497985,1511.907091,115.9619308,09:45:00,5.29904,-1.42853,5.5583,-35.67627,5.96278,-12.28577,0.51565,-0.3333,75.31756,-8.606994244,-0.02311239813,0.4644316608,7.25372,3.74095,1.25767,50,5.1281,-4.37346,-118.32470000000001,-5.07113,10.34501,21.31795,-26.83884,7cec4a29-6f08-40a6-b875-7e3d978bb196,8d405436-7d86-4f96-9e5c-1575b8deeaf4,81.1582,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.42311695,1353.961622,0.8955322918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2024-01-24,11:08:52,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,ChangeUp,Live,NA,80.77727,-0.5875855667,1.9992809,1417.151501,84.31949348,08:45:00,5.34584,-1.35707,5.7246,-43.09982,-1.03692,-10.11379,1.21176,-0.35468,74.54676,-8.678668992,0.08580939548,0.4667894144,6.06934,-0.40412,1.2129,50,5.28033,-3.8247,-117.59436,-2.40127,8.50721,22.09072,-32.7405,5a107807-4a22-4946-90f2-668c873a77b7,8d405436-7d86-4f96-9e5c-1575b8deeaf4,80.74827,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.21987715,1049.502037,0.7405715173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2024-01-24,11:09:13,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,ChangeUp,Live,NA,81.83893,-0.5971474688,1.784316695,1530.060527,107.2406883,09:30:00,5.32792,-1.24256,5.77722,-36.89614,3.88203,-12.61118,1.7026,-0.64846,75.53582,-7.533592496,-0.6009547591,0.4596055123,7.36644,2.28038,1.11721,50,5.26573,-3.36153,-119.18623,-2.27088,10.63768,22.0671,-28.88101,fb603ec4-7631-45cf-955e-2d85356e10a8,8d405436-7d86-4f96-9e5c-1575b8deeaf4,82.01042,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.19296596,1335.715244,0.8729819638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2024-01-24,11:09:31,"Kalish, Jake",1000281397,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,89.21232,-1.798958809,2.728839205,2148.717801,148.2255753,11:00:00,5.40142,-0.98663,5.64605,-24.18054,10.28594,-6.38718,1.72183,1.00427,82.30416,-6.329887503,1.526981328,0.4225420032,4.17286,6.05223,0.78244,50,5.2519,-5.98661,-129.78516,-4.83571,7.16907,25.31744,-21.77617,e4e4482a-c96c-46ab-bf5f-b23a1e45f7c3,8d405436-7d86-4f96-9e5c-1575b8deeaf4,89.20401,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.68809732,1828.387495,0.850920253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
