PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-01-26,10:20:00,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,Slider,Live,NA,73.05848,1.46420927,-1.561486499,2407.840082,94.25023215,09:15:00,5.11382,2.28433,4.42995,-53.76316,1.0296400000000001,-14.33595,2.01828,-0.38654,66.50487,-8.465173475,-4.22486345,0.5327619086,7.00251,0.07417,-2.12099,50,5.21311,3.32994,-106.01163,1.06033,7.86222,20.3881,-32.09078,24e4f95f-26d6-4e3e-a397-a870bfadf43d,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,70.74913,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-01-26,10:23:53,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,83.84048,0.3510835381,-3.404444977,2030.967286,264.5570954,02:45:00,4.9673,2.18152,5.00615,-38.54207,2.03539,21.83818,2.08434,0.81412,76.21324,-6.848890036,0.6902858799,0.458473101,-12.66672,0.97891,-1.89889,50,4.97244,6.53213,-121.69733,-0.50162,-18.84318,25.67868,-30.7178,c9a81afa-c686-4018-ba54-513eb9b8b369,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,82.21298,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3192190259,2030.935765,0.9999844797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-01-26,10:24:23,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,84.45484,-0.2549510847,-2.6063114020000002,1977.972698,264.5702432,02:45:00,4.97484,2.15114,5.03701,-37.91555,1.97342,21.08822,1.5767,1.47105,76.91548,-7.333742798,1.352203554,0.45456693,-12.04018,1.13008,-1.93902,50,4.92792,4.89947,-122.68461,-1.77835,-18.19944,26.13992,-30.46587,3ab6502f-7079-4317-9c3b-0fb5d112c5b1,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,82.91945,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.7196649,33.22193467,1654.682214,0.8365546273,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-01-26,10:24:44,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,85.85353,-0.2824886855,-3.483590732,2053.469083,255.1397944,02:30:00,4.93915,2.15469,5.15728,-33.45746,5.08683,19.30608,1.88713,0.51121,77.85823,-6.556951612,0.1489994766,0.4468393747,-11.42182,2.81417,-1.87196,50,4.89432,6.96295,-124.62423,-1.69623,-17.7828,27.39141,-27.79262,6b536419-3526-48cd-ae7d-e9adcbcea36d,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,84.35344,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.0478865,33.35810882,1715.160294,0.835250118,03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-01-26,10:25:00,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,ChangeUp,Live,NA,78.35353,1.466410994,-2.63305282,1778.035804,276.9925865,03:15:00,4.93308,2.07731,4.83014,-49.59552,-2.26228,17.96352,2.17762,1.10228,70.44681,-7.826771208,0.7497306428,0.4951702447,-10.44976,-1.70471,-1.85208,50,5.03101,4.67255,-113.62486,1.38554,-13.36287,25.05976,-34.35399,aa9f72ac-e5a0-4ede-a525-7101baeb6e18,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,76.12016,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.5483606,47.60170023,1198.894824,0.6742804739,03:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-01-26,10:25:23,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,ChangeUp,Live,NA,79.23195,-0.2985280019,-4.034280905,1778.160355,282.3164988,03:30:00,4.83773,2.06732,4.58997,-49.51262,-2.95539,13.41364,0.42966,-0.62292,71.89554,-9.468519829,-1.531986684,0.4910943765,-8.3648,-1.45846,-1.69596,50,4.77184,7.66019,-114.7764,-2.20434,-10.98506,24.3218,-34.08937,dc9eee7c-3b47-4f84-b38b-e632d2bf5d76,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,76.75193,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.34057753,1375.214012,0.7733914481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-01-26,10:25:50,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,ChangeUp,Live,NA,79.704580000000007,-0.1957308127,-4.373019096,1724.109513,283.6331014,03:30:00,4.84889,1.97505,4.61384,-49.4862,-4.13037,16.94129,0.54013,-0.74033,73.33906,-9.298047216,-1.236425637,0.4847167209,-10.10393,-2.1121,-1.57611,50,4.79263,8.27939,-115.55996,-2.02505,-13.66362,21.52403,-35.03026,43f263ee-dde4-4621-90a2-28aeaaf8d5f7,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,77.76179,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.59078597,1499.241412,0.8695743516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-01-26,10:26:16,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,85.3208,-0.1010872785,-3.644823589,2036.069491,255.3294376,02:30:00,4.96615,2.23342,4.93557,-33.69253,5.61862,21.62148,2.0636,0.61784,77.4495,-6.390527791,0.4034228984,0.4512625231,-12.59611,3.01785,-1.92549,50,4.93433,7.16536,-123.80059,-1.34201,-19.38991,26.59179,-27.5285,d984b238-a9e0-4864-a048-afac70b88556,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,83.52663,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.59042837,1787.797147,0.8780629318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-01-26,10:26:54,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,86.40642,1.645041525,-2.123659598,2024.38024,259.5989462,02:45:00,4.98047,2.19135,5.18707,-34.24234,3.63906,20.11992,3.6615,1.88797,78.36608,-4.787692551,1.663294002,0.4429802803,-11.43309,1.45623,-2.02533,50,5.09759,4.00312,-125.54695,2.49778,-18.101680000000002,27.3207,-29.86843,e3506088-d0a4-4dac-a663-3adbca28a2ea,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,85.0883,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.0402538,32.10412519,1714.819422,0.8470836595,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-01-26,10:27:26,"Moore, Ryne",1000295348,Right,NA,NA,NA,NA,NA,Slider,Live,NA,75.10335,1.050742897,-0.7353672269,2430.442491,93.60309618,09:00:00,5.04616,2.25787,4.64695,-51.25694,0.8125,-13.54108,1.76408,0.43715,67.38811,-8.529428562,-3.283283326,0.5193532811,6.89788,0.0506,-2.17917,50,5.10653,1.80723,-108.94363,0.45045,8.05717,24.14858,-32.11494,06da4ff1-27d2-4a9e-b6ed-51787026df18,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,72.57572,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.79755681,70.23756166,821.7837182,0.3381210299,09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
