PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-01-26,11:05:35,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Warmup,NA,85.97922,0.01425460496,-1.94167647,2058.188318,242.9530083,02:00:00,5.96659,2.02432,3.97237,-29.67506,10.45954,20.56416,3.50726,1.8866,77.78446,-5.441625169,1.851098082,0.4559643484,-11.17236,5.37448,-1.83903,50,5.94059,3.43528,-124.71009,-1.11271,-17.41621,27.45819,-23.79596,a0b5f03e-0640-4b8a-bfff-6df15f63e5db,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,82.66532,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.1858979,20.75933564,1924.565525,0.9350774699,01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-01-26,11:07:59,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Warmup,NA,86.41146,-0.02419107764,-4.488145466,2105.88842,242.073773,02:00:00,5.90755,1.95844,4.37447,-29.40654,9.84681,18.69475,3.43405,-0.73872,78.151840000000007,-5.465381182,-1.026996696,0.4509306547,-11.10282,5.1402,-1.5322,50,5.88105,9.13643,-125.13109,-1.13136,-17.45811,27.19899,-24.09158,42ff11a8-33eb-4fa6-a041-6bf3155538fe,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,83.58811,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.06322503,1951.674037,0.9267699174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-01-26,11:08:27,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Warmup,NA,86.83894,-0.8846330057,-3.861618831,2113.051615,223.6070442,01:30:00,5.93782,1.93781,4.29678,-21.87531,16.722,15.97728,3.27474,-0.39511,79.22418,-4.909919656,-0.9196653323,0.4471465829,-9.34703,8.91496,-1.56638,50,5.83102,7.89907,-125.91928,-2.77093,-15.025,25.28315,-17.84359,bc620c37-0d67-4b42-8ba1-2994e7356563,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,84.29549,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.68177034,1963.553564,0.9292501659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-01-26,11:08:50,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Warmup,NA,87.42932,-0.9910422479,-3.759772997,2083.031917,234.1079205,01:45:00,5.85932,1.84961,4.20154,-26.44935,11.64367,16.14071,2.71245,-0.37902,80.1343,-5.835865214,-0.7972281864,0.444215894,-9.33183,6.27559,-1.48269,50,5.73565,7.7123,-126.80449,-3.21529,-15.26366,24.81825,-21.90935,f5ff1781-ea50-4a30-b659-ad1e1ee701ed,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,84.85162,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.25276596,1899.188134,0.911742215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-01-26,11:09:43,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Live,NA,87.04806,-0.2978966818,-2.185668055,2160.238643,250.0988087,02:15:00,5.65953,2.00059,4.156,-31.45997,7.31237,20.29157,2.75468,1.6143,79.10051,-6.085890296,1.562272492,0.4481592705,-11.14312,3.86985,-1.79539,50,5.60146,4.04579,-126.31648,-1.85904,-17.88229,27.35302,-25.96378,dc6b4413-b379-47ce-86ad-44bf7ba25e69,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,84.10501,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.6419297,29.47612019,1880.619197,0.8705608533,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-01-26,11:10:01,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Live,NA,87.28427,-1.582097658,-2.567148564,2145.141309,243.7771018,02:15:00,5.61962,1.83544,4.17221,-30.34834,8.14881,16.57773,1.58625,0.77738,79.60862,-7.148392004,0.4911431415,0.4465660204,-9.31607,4.6725,-1.58868,50,5.43188,5.04191,-126.60938,-4.66228,-15.05888,26.85422,-24.62122,d2c93124-3d0d-4e15-b64a-3c501e32ec81,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,84.40508,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.88069038,1896.140342,0.88392328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-01-26,11:10:58,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Live,NA,86.17866,-1.084207056,-3.772690878,2246.124227,248.2128014,02:15:00,5.62292,1.88348,4.59236,-31.68014,7.3334,18.40736,1.9589,-0.1428,78.37349,-6.950075316,-0.3513003193,0.4495511227,-10.78494,4.17256,-1.54098,50,5.49611,7.5853,-124.94892,-3.49536,-16.94023,26.68855,-25.62009,bf84cc32-91e8-4669-901d-ce2f039cee5c,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,83.84461,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.5780475,36.24128037,1811.576869,0.8065345841,01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-01-26,11:11:44,"Wade, Konner",1000299019,Right,NA,NA,Sinker,Live,NA,87.23195,0.1561642965,-3.132263853,2224.837957,249.0746988,02:15:00,5.62521,2.13128,4.28465,-30.7144,7.77333,20.45179,3.2139,0.86422,79.09726,-5.515090371,0.6526793746,0.4465113677,-11.55955,3.99133,-1.8358,50,5.61486,6.15446,-126.51159,-0.80897,-18.60225,27.51048,-25.75098,2943963d-0717-4c72-9b0f-c41d8885a445,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,84.41541,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.1958191,27.80983915,1967.871113,0.8845008717,02:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-01-26,11:13:26,"Wade, Konner",1000299019,Right,NA,NA,ChangeUp,Live,NA,78.81703,1.263645443,-1.628447176,1711.544013,250.338667,02:15:00,5.52512,2.06222,4.41371,-42.16442,5.34617,15.10292,3.2068,1.78078,70.61448,-6.595410471,1.197248109,0.4960970475,-8.47502,2.36541,-1.91549,50,5.61465,2.75174,-114.28232,1.13369,-10.95335,25.52623,-29.11693,d9d19abe-18c2-47d2-a6c3-873a6b897d7f,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,75.97795,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.2394531,47.39885855,1158.528112,0.6768906341,02:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-01-26,11:15:24,"Wade, Konner",1000299019,Right,NA,NA,ChangeUp,Live,NA,77.8128,-0.4336115025,-3.101190025,1794.686047,278.5230493,03:15:00,5.51912,2.20575,4.00479,-49.99019,-1.64883,10.77819,0.93961,0.14693,72.03253,-9.501242685,-1.12978948,0.5004155757,-6.34165,-0.73132,-1.89095,50,5.42721,5.73889,-112.92231,-2.61425,-8.23204,19.53746,-33.12336,cc8f066a-1b0f-4a76-b2b5-981a81ee859c,d6e411e9-e7ae-49e6-a9bd-ebb036f09038,75.32227,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
