PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchCall,Balls,Strikes,PitchUID,SessionId
1,2024-01-17,11:46:19,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,71.36866,0.3093830662,2.336220927,1823.469598,148.1324162,11:00:00,5.81069,-1.57057,4.36598,-40.37394,17.11375,-10.67893,2.73921,-0.24855,64.67827,-7.159127706,0.3520649389,0.5457061344,6.29912,8.82968,1.34947,50,5.80803,-3.90088,-103.54709,-0.66372,6.75906,19.17766,-22.69966,6d60320e-155b-4821-9f8d-7c1621b6b37b,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,69.07095,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.116278,-25.7093175,1642.957937,0.9010064873,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-01-17,11:47:17,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,72.49151,0.8343439834,2.488995581,1843.2295120000001,145.1331199,10:45:00,5.74164,-1.60703,4.77489,-36.96802,17.63401,-12.334,3.44533,-0.29589,65.91821,-6.046386047,0.1870614044,0.531833633,7.25547,9.07073,1.38878,50,5.79121,-4.21696,-105.27374,0.45816,8.09062,18.93001,-22.05921,d204c6db-c7b7-4d7b-9731-2f63a76250aa,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,70.87261,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.0749021,-19.46821906,1737.845634,0.9428265028,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-01-17,11:47:59,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,76.86672,-1.987287231,2.275032985,1951.786207,150.189965,11:00:00,5.5938,-1.65412,4.83726,-30.00913,18.40087,-10.55933,1.22666,-0.39885,70.2048,-7.551823891,0.3035286685,0.5007707367,6.25396,10.32151,1.45646,50,5.39337,-4.11098,-111.61457,-4.79449,7.85159,20.98507,-19.21581,dfe9675b-2c9b-470a-b9da-9ee5b8c17366,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,75.26885,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.52985059,1889.362352,0.9680170632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-01-17,11:49:12,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,76.62389,-1.737457734,2.584585693,1854.536303,146.9113378,11:00:00,5.61938,-1.49862,4.96403,-29.91177,18.50068,-12.07751,1.49861,-0.0847,70.06361,-7.295949297,0.3268331427,0.5007834181,7.16153,10.33291,1.27945,50,5.44628,-4.66193,-111.28967,-4.27507,8.95398,20.5467,-19.25493,e9609efb-385a-4715-b25e-1d4679d69aea,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,75.26695,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.5846092,-13.99825936,1799.462278,0.9703030754,10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-01-17,11:49:38,"Gaynor, Jared",1000283624,Left,NA,NA,NA,Live,NA,72.643,-2.35359331,2.48209744,992.730411,94.86888543,09:15:00,5.49989,-1.64361,5.19396,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.16655,1.66546,1.44702,50,5.27001,-4.05131,-105.39047,-5.75252,12.31139,21.20664,-30.33784,bfe50359-db99-443b-85cf-f9983a0df8e9,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.02599454,958.7872738,0.9658083032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-01-17,11:50:05,"Gaynor, Jared",1000283624,Left,NA,NA,NA,Live,NA,73.47699,-1.964491865,3.412137855,1232.227268,93.04447883,09:00:00,5.48854,-1.544,5.26156,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11806,1.06763,1.27032,50,5.29466,-5.95442,-106.56517,-5.06516,10.296569999999999,21.38406,-30.96843,968c8184-8347-4809-a51c-e2f1c2aa3902,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.69842304,-35.86188839,998.6357933,0.8104315003,09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-01-17,11:50:25,"Gaynor, Jared",1000283624,Left,NA,NA,ChangeUp,Live,NA,71.32455,1.546956689,1.944493458,1009.975225,78.53405204,08:30:00,5.42423,-1.6259,4.64214,-59.87755,-2.43164,-11.70177,1.89201,-0.7697,64.48637,-9.600785864,-0.2513682982,0.5455077893,6.83817,-1.80935,1.45269,50,5.52448,-3.17442,-103.44754,1.06727,7.25445,20.63505,-34.09354,424e7f89-467f-4b8d-a09f-058a7162e0e6,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,69.09606,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.54772411,-45.57567602,706.9489194,0.699966595,09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-01-17,11:51:10,"Gaynor, Jared",1000283624,Left,NA,NA,ChangeUp,Live,NA,71.90523,0.577439997,1.474337291,980.7283782,99.55449942,09:15:00,5.54025,-1.63281,4.8971,-53.9639,2.07044,-12.60116,1.58452,-1.30115,64.90695,-9.521551089,-0.9045127395,0.5387639545,7.22909,0.90304,1.51004,50,5.55503,-2.33448,-104.37797,-0.45497,7.78702,21.43246,-31.20131,f023a489-c7db-4463-afb2-ba64a5fd8404,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,69.96095,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.91066599,741.1673987,0.7557315717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-01-17,11:51:35,"Gaynor, Jared",1000283624,Left,NA,NA,Fastball,Live,NA,78.7221,1.385155578,1.092517949,1883.852996,147.7341343,11:00:00,5.56573,-1.50511,4.88176,-30.96661,15.32501,-9.70142,4.28393,-1.28945,71.0741,-4.415872261,-0.7277160349,0.4896915224,5.4949,7.70704,1.41419,50,5.66815,-1.88047,-114.35971,1.80686,7.18986,23.44367,-22.08969,b0da4079-8ee6-47f1-bacf-ab9da28d4744,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,76.9718,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.3174279,-23.52636568,1727.260514,0.9168764858,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-01-17,11:52:08,"Gaynor, Jared",1000283624,Left,NA,NA,Cutter,Live,NA,76.01782,0.07208424375,2.32348476,2170.264499,194.3922727,12:30:00,5.53978,-1.38777,4.67951,-43.45401,5.54185,1.43375,1.98649,0.91884,70.69089,-7.897904465,2.587898232,0.5037917997,-0.18521,2.88738,1.17081,50,5.51369,-4.53118,-110.56259,-1.22876,-0.23201,17.48592,-28.55691,371a1d33-ca30-4b15-b152-2e65f72e536d,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,74.81749,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.04396695,596.6049149,0.2748996332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-01-17,11:52:32,"Gaynor, Jared",1000283624,Left,NA,NA,Cutter,Live,NA,77.05065,-0.7271068547,1.896353467,NA,NA,NA,5.5265,-1.55842,4.71596,-44.02063,3.97706,-0.47135,1.1741,0.18584,71.18992,-8.827598166,1.808910359,0.4986336146,0.75935,2.28837,1.38381,50,5.42684,-3.69384,-112.01189,-2.80862,0.96755,19.67967,-29.25824,67057645-0bb4-4b55-84b3-d079d8f55510,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,75.59145,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-01-17,11:53:15,"Gaynor, Jared",1000283624,Left,NA,NA,Slider,Live,NA,71.48825,0.8635654158,1.387777422,2312.7946,281.7206256,03:30:00,5.44663,-1.63893,4.78575,-60.65375,-4.19035,20.00963,1.20329,1.33184,65.51196,-10.35597524,5.127315711,0.5408227291,-10.15525,-2.49612,1.49836,50,5.48207,-3.0851,-103.82078,-0.16225,-10.92413,19.72176,-34.85916,8291c7bc-88f6-48a0-b062-e51c4349141e,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,69.69463,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.291547,-55.8890478,1297.008897,0.5607972697,04:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2024-01-17,11:53:41,"Gaynor, Jared",1000283624,Left,NA,NA,Slider,Live,NA,71.9305,1.267167952,0.545135542,2081.415822,290.8657593,03:45:00,5.42571,-1.68782,4.57723,-61.55564,-5.25572,13.66973,1.49074,-0.03482,65.57516,-10.12404952,3.098867903,0.5400392039,-7.01408,-3.17691,1.62579,50,5.49871,-1.39721,-104.42184,0.49218,-7.61941,20.23289,-35.62514,7c9004c0-c381-46d4-b2dd-0f5a4ef63598,6ae5d1ce-809f-4f9b-b445-f5fea03b1552,69.79575,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.1319874,-58.22513595,1096.037964,0.5265828926,04:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
