PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-11-20,12:24:24,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,78.62477,-2.195325899,-3.890692314,1811.803229,225.2734641,01:30:00,5.63918,1.51647,4.35863,-32.25313,16.38937,16.57006,0.84878,-0.82443,70.98921,-8.099286474,-0.8382325199,0.5019718515,-9.74836,9.1119,-1.11469,50,5.37249,7.14364,-113.69297,-5.51414,-12.57211,23.70284,-20.42274,fd3b9b8b-0759-47a9-bb5c-4344fa0203c3,eda66012-4026-436d-afca-63b5795ee017,75.08875,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01858377349,1811.803133,0.9999999474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-11-20,12:24:49,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,79.20179,-1.686709765,-3.455912778,2002.234466,212.6638222,01:00:00,5.63093,1.52609,4.4189,-27.23901,21.0553,13.52767,1.74841,-0.64773,70.50105,-6.723244673,-0.9446404261,0.5001719895,-8.21139,11.46086,-1.17148,50,5.4263,6.43941,-114.50558,-4.3357,-10.60896,26.44008,-17.36684,524c0bca-dcb9-4dce-922e-c8c7e6f8f339,eda66012-4026-436d-afca-63b5795ee017,75.35896,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.9284183,16.71633768,1917.621071,0.9577405161,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-11-20,12:25:09,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,80.94013,-1.512504841,-3.020076361,1833.324617,223.8286567,01:30:00,5.73222,1.41278,4.45042,-29.79502,16.31125,15.68989,1.80478,-0.16205,72.17924,-7.020618218,-0.1050076032,0.4887101874,-9.17048,8.95599,-1.10811,50,5.54489,5.61564,-117.09414,-4.16361,-12.39938,27.49485,-20.06468,973c5a3e-f744-454f-813b-a9db897851fe,eda66012-4026-436d-afca-63b5795ee017,77.12636,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.8788058,-0.3204382417,1833.295945,0.9999843609,01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-11-20,12:25:32,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,80.31645,-0.7050850127,-3.553951282,1802.44271,214.0270902,01:15:00,5.69185,1.49192,4.54252,-25.91295,20.2263,13.70097,2.85994,-0.75366,72.31263,-5.48389897,-1.023089319,0.4888849759,-8.19818,10.66067,-1.13439,50,5.59496,6.73719,-116.31099,-2.35454,-11.07923,24.55736,-17.76694,d65aa21a-a010-47d0-88df-6b2b6ee9f1ba,eda66012-4026-436d-afca-63b5795ee017,77.09879,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.5968526,5.465498069,1794.248325,0.9954537335,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-11-20,12:25:54,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Splitter,Live,NA,70.12882,1.964753488,-1.559733495,1284.847076,271.8212769,03:00:00,5.44338,1.66418,4.42054,-60.46809,-0.49454,13.57804,2.28022,1.30729,64.47973,-9.050565964,0.9309573915,0.5573798266,-7.3901,-0.80429,-1.51154,50,5.59466,2.33779,-101.75695,1.56386,-7.74228,16.82245,-33.01666,48153236-fecd-46c1-9be9-5c73f564697a,eda66012-4026-436d-afca-63b5795ee017,67.62433,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.121682,67.12792802,499.3877897,0.3886748851,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-11-20,12:26:20,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Splitter,Live,NA,68.96598,3.399786439,-1.075265821,NA,NA,NA,5.36647,1.64622,4.61134,-58.86611,2.34423,10.94533,3.69749,1.53596,63.60793,-7.344761339,0.9308909334,0.5630977406,-5.90501,0.33425,-1.54559,50,5.66321,1.54137,-100.0762,4.13398,-6.03454,14.98913,-31.83247,65dac38a-dcd3-42fa-bc26-cd26c2e27f7c,eda66012-4026-436d-afca-63b5795ee017,66.93765,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-11-20,12:26:35,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Splitter,Live,NA,68.93738,1.825658222,-1.042397997,NA,NA,NA,5.41105,1.66521,4.35894,-70.27447,-7.33867,5.01313,1.29941,1.08727,62.95858,-11.0025755,-0.1175325059,0.5709791537,-2.90307,-4.34556,-1.55828,50,5.53972,1.66161,-99.9272,0.99053,-2.89418,18.21146,-36.5063,8a422bda-f8dc-4fcc-8f4f-534b043475dc,eda66012-4026-436d-afca-63b5795ee017,66.01369,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-11-20,12:26:52,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Splitter,Live,NA,69.85204,1.662714357,-1.299557097,822.3445008,273.6588004,03:00:00,5.42793,1.70723,4.48852,-62.37382,-0.68015,9.7301,1.81526,1.2796,62.81172,-9.846307829,0.5110760216,0.5653165473,-5.49055,-0.94278,-1.57974,50,5.54571,1.99534,-101.16648,1.01645,-5.54054,20.54935,-33.12542,1aed08cb-aaff-482d-b2e8-cb6ffcd296c6,eda66012-4026-436d-afca-63b5795ee017,66.67493,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.5719645,51.77096093,508.8722125,0.6188066097,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-11-20,12:27:07,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,79.47589,-1.651657969,-3.717523415,1637.218447,221.7051152,01:30:00,5.59521,1.3552,4.61308,-30.62203,16.61983,14.84585,1.46946,-0.94672,71.45968,-7.30167916,-0.9655899236,0.494692011,-8.91991,9.15493,-0.98589,50,5.39813,6.95758,-115.00244000000001,-4.38454,-11.72997,24.92088,-20.13501,d773380b-6cf9-465b-b652-5f31ba82cea5,eda66012-4026-436d-afca-63b5795ee017,76.19375,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.4747489,-0.04275068328,1637.217991,0.9999997216,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-11-20,12:27:29,"Licardi, Matt",1000382259,Right,NA,NA,NA,NA,NA,Slider,Live,NA,72.53384,-0.118764073,-2.898597281,2074.337255,154.7463565,11:15:00,5.39934,1.71981,4.5002,-52.7831,5.8263,-2.77505,0.88746,-1.2751,63.71082,-9.95660041,-3.420493456,0.5510043449,0.19191,3.08405,-1.41362,50,5.34005,5.39111,-104.76315,-1.86485,0.20239,26.08938,-28.92151,76448c16-4719-4b32-8386-7053b714d674,eda66012-4026-436d-afca-63b5795ee017,68.40679,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
