PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-03-30,10:24:05,"Arey, Stephen",1000316884,Left,NA,NA,NA,Warmup,NA,65.29458,1.223178371,3.824807666,1337.334389,143.7301986,10:45:00,4.98609,-1.37445,4.52331,-54.88984,13.13409,-9.70849,1.56879,1.43068,59.80753,-8.891443773,2.026403371,0.593611428,6.19403,6.51935,1.01593,50,5.06023,-6.06434,-94.66468,0.53062,5.59664,15.02818,-26.28346,4fd5dbaa-6871-4988-8611-30144ba6fef9,eac9da4c-6947-452b-97f0-904fae9c989c,63.49682,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.40257261,1268.945566,0.9488618379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-03-30,10:24:19,"Arey, Stephen",1000316884,Left,NA,NA,NA,Warmup,NA,66.07949,0.6614075653,4.259118567,1464.019441,151.9976983,11:00:00,5.28379,-1.19385,4.68723,-47.33738,18.58108,-9.94125,1.96293,1.99151,60.53349,-8.083825036,2.415708966,0.5843525239,6.44318,9.5893,0.80559,50,5.31008,-6.86727,-95.80897,-0.16655,5.97632,15.09423,-23.27957,e643a801-93dc-4860-a127-a4c7af400d85,eac9da4c-6947-452b-97f0-904fae9c989c,64.50291,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.74853541,1386.336148,0.9469383458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-03-30,10:24:39,"Arey, Stephen",1000316884,Left,NA,NA,NA,Warmup,NA,67.6313,0.5026085447,2.76409973,1425.265057,132.9996611,10:30:00,4.89482,-1.23833,4.67485,-50.21803,12.91463,-13.92786,1.18344,0.20372,61.72271,-8.800388513,0.1665271313,0.5718714716,8.17734,6.65183,0.99158,50,4.90428,-4.35617,-98.16553,-0.51976,7.90956,16.80939,-25.74005,1b3b309e-49da-477c-acc3-ca4f52b56336,eac9da4c-6947-452b-97f0-904fae9c989c,65.91068,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.006425018,1425.045184,0.9998457318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-03-30,10:24:56,"Arey, Stephen",1000316884,Left,NA,NA,NA,Warmup,NA,68.54799,0.6576444687,3.527690586,1406.12998,147.2740543,11:00:00,4.97885,-1.00046,4.80986,-45.20708,16.52183,-10.67485,1.83001,1.42498,61.85207,-7.786776927,1.525432336,0.5654780069,6.8286,8.54941,0.68802,50,5.00672,-5.83708,-99.37543,-0.08182,6.70771,18.55403,-23.776,99c86c1d-8276-427e-ac25-07f7605412d5,eac9da4c-6947-452b-97f0-904fae9c989c,66.65589,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.63450359,1332.415247,0.9475761605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-03-30,10:26:21,"Arey, Stephen",1000316884,Left,NA,NA,Fastball,Live,NA,67.49137,2.148742263,2.081665508,1395.607979,141.193097,10:45:00,5.21822,-1.01063,4.77514,-47.08122,16.03258,-12.94967,3.31502,-0.13396,61.33625,-6.618433902,-0.3376624018,0.5717860482,7.47127,7.82873,0.83002,50,5.38056,-3.21055,-97.97078,2.40406,7.20497,16.60355,-24.62437,1c5a94cc-1f89-4838-aee5-0df7fd2b58d8,eac9da4c-6947-452b-97f0-904fae9c989c,65.92053,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3257104,1324.829,0.9492844839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-03-30,10:26:37,"Arey, Stephen",1000316884,Left,NA,NA,Fastball,Live,NA,66.6913,0.6884189101,2.182227169,1542.31711,144.6000322,10:45:00,5.054,-1.24792,4.86022,-46.72335,17.42671,-12.43469,1.80638,-0.237,61.03839,-7.989326394,-0.1401999428,0.5764610104,7.22142,9.03174,1.06076,50,5.08312,-3.36319,-96.90369,-0.0724,6.83689,15.75493,-23.62324,5c4502d0-4d38-4a3c-a045-d547da1e8fe8,eac9da4c-6947-452b-97f0-904fae9c989c,65.38593,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.22435189,1495.031212,0.9693410016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-03-30,10:26:54,"Arey, Stephen",1000316884,Left,NA,NA,Fastball,Live,NA,66.07919,1.512216219,3.192351157,1433.904366,151.1434359,11:00:00,5.11661,-1.04774,4.81476,-52.95605,13.0097,-7.21372,2.12526,1.35005,60.1417,-8.338582356,1.8440874,0.5845621079,4.80583,6.42464,0.76363,50,5.21626,-5.15692,-95.85662,1.14366,4.42502,16.25476,-26.25849,f07a0b54-020d-4bc9-825a-fda48ed05d8b,eac9da4c-6947-452b-97f0-904fae9c989c,64.47978,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.01610417,1338.520564,0.9334796629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-03-30,10:27:39,"Arey, Stephen",1000316884,Left,NA,NA,Fastball,Live,NA,70.00802,1.315825237,3.463594488,1397.57941,140.6146487,10:45:00,5.2877,-0.88603,4.74271,-46.04082,12.76055,-10.54493,2.68992,1.49392,63.69594,-7.238937716,1.49809042,0.5519060025,6.60654,6.34219,0.5755,50,5.37522,-5.84873,-101.5467,1.03837,6.84667,17.79184,-25.60134,69bfbe46-768b-48f9-a807-f676d0245a3b,eac9da4c-6947-452b-97f0-904fae9c989c,68.29503,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.53768115,1358.749318,0.9722161824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-03-30,10:28:04,"Arey, Stephen",1000316884,Left,NA,NA,Fastball,Live,NA,71.18013,0.7184421873,3.467624067,1493.66081,148.9642597,11:00:00,5.24614,-1.00821,4.65671,-38.6364,18.51304,-11.19288,2.70391,1.32676,64.53736,-6.462562152,1.382354771,0.5440983006,6.95424,9.52984,0.69279,50,5.2844,-5.93093,-103.23487,0.17632,7.43425,18.69557,-21.98643,a681a853-53ac-47bd-9bd3-27c7daf24a28,eac9da4c-6947-452b-97f0-904fae9c989c,69.27505,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.56031549,1445.689695,0.967883528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-03-30,10:28:55,"Arey, Stephen",1000316884,Left,NA,NA,Fastball,Live,NA,70.781720000000007,0.1497530048,3.081531166,1490.655429,148.3482447,11:00:00,5.27887,-0.85541,4.77324,-38.64292,18.67486,-11.55926,2.19947,1.07818,64.47653,-7.030115945,0.9257525323,0.5448991107,7.02098,9.82304,0.58235,50,5.26473,-5.20291,-102.74985,-0.82959,7.45876,18.02229,-21.73851,f2021629-d787-4b1d-8274-090a58f4d60d,eac9da4c-6947-452b-97f0-904fae9c989c,69.17324,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.33807702,1437.561031,0.9643818435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
