PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchCall,Balls,Strikes,PitchUID,SessionId
1,2024-12-09,11:43:30,"Schooler, Hayden",1000384032,Right,NA,NA,Fastball,Live,NA,88.83742,-2.417297537,-3.340168783,2127.720923,207.8860293,01:00:00,6.56975,1.87147,5.40866,-20.81754,15.47315,8.19976,2.56529,-0.57776,80.72512,-6.292200631,-1.808017887,0.4335797678,-5.34843,8.93677,-1.58002,50,6.34023,7.23346,-128.8387,-6.17415,-8.9297,28.44402,-17.2533,7769013c-73e6-42f6-99af-4cbd2c5c50df,2444df17-055e-4245-bdc9-ea761a90343b,86.93311,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.0300543,28.0220433,1878.281621,0.8827669086,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-12-09,11:43:46,"Schooler, Hayden",1000384032,Right,NA,NA,Fastball,Live,NA,89.40243,-3.108164611,-3.273313952,2140.674381,199.8821166,12:45:00,6.43595,1.62682,5.91634,-20.83977,14.20118,5.14137,1.80764,-0.9854,81.71585,-7.005308458,-2.306106582,0.4260487901,-3.71381,8.5619,-1.36767,50,6.17487,7.25388,-129.73749,-7.72969,-6.31256,27.83292,-17.62092,674c90e3-8d02-4291-b877-416d16335bc9,2444df17-055e-4245-bdc9-ea761a90343b,88.46977,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.3634504,28.82543877,1875.429198,0.8760926997,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-12-09,11:44:03,"Schooler, Hayden",1000384032,Right,NA,NA,Fastball,Live,NA,89.08669,-0.8853259636,-1.409202239,2181.54397,206.9441872,01:00:00,6.4859,1.60325,5.9295,-17.14719,18.26089,9.29691,4.23535,1.07043,80.40015,-4.129227368,0.3530397117,0.4282748826,-5.48204,10.17331,-1.49606,50,6.40565,2.88994,-129.5394,-2.54972,-9.19411,30.33904,-15.11206,74e73b6f-03e3-4729-a839-617d97995cd3,2444df17-055e-4245-bdc9-ea761a90343b,88.00992,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.4182721,25.47699933,1969.406348,0.9027580349,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-12-09,11:45:17,"Schooler, Hayden",1000384032,Right,NA,NA,Fastball,Live,NA,86.50023,-1.646777952,-3.130235567,2098.559569,213.6671824,01:00:00,6.4952,1.78772,6.11323,-22.05668,15.06078,10.05279,3.13204,-0.27127,78.81162,-5.806347652,-1.228975672,0.4384908577,-6.38414,8.67771,-1.55316,50,6.35738,6.57137,-125.70131,-4.28385,-10.16745,26.57864,-18.35384,c26e42f3-219f-4d7f-97c7-153073614f74,2444df17-055e-4245-bdc9-ea761a90343b,85.959460000000007,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.7943962,30.9958051,1798.895769,0.8572050068,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-12-09,11:45:48,"Schooler, Hayden",1000384032,Right,NA,NA,Fastball,Live,NA,88.78886,-2.917580441,-1.81209748,2071.364458,206.568787,01:00:00,6.47886,1.69503,5.87944,-18.22443,17.35276,8.67872,2.24731,0.73506,80.86002,-6.334857801,-0.174878269,0.4292963623,-5.2184,10.22725,-1.55389,50,6.23284,3.80071,-128.98248,-7.16488,-8.74174,28.23176,-15.0416,a0e8c1a0-2656-410f-89d7-877265fb4611,2444df17-055e-4245-bdc9-ea761a90343b,87.80051,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.9342246,24.30628929,1887.754776,0.9113580997,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-12-09,11:46:15,"Schooler, Hayden",1000384032,Right,NA,NA,Slider,Live,NA,76.84597,-1.559138929,-2.08244162,NA,NA,NA,6.21367,2.02906,5.1636,-45.63353,3.16873,-7.8039,0.94231,-0.58182,70.66057,-9.946947021,-3.533620288,0.5027955187,3.48963,2.13113,-1.82924,50,6.03428,4.30201,-111.57743,-4.47102,4.37054,21.29627,-29.50494,2879a900-ef15-4947-93f1-39a744f1bfe3,2444df17-055e-4245-bdc9-ea761a90343b,74.96574,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-12-09,11:46:37,"Schooler, Hayden",1000384032,Right,NA,NA,Slider,Live,NA,77.44899,0.9492884335,-1.479642582,2342.632273,104.9313529,09:30:00,6.23024,2.09699,5.11842,-45.17629,2.66412,-10.12587,3.36001,-0.14073,71.11834,-7.388345665,-3.357125846,0.4978160158,4.89827,1.13122,-1.9503,50,6.28501,3.23147,-112.55587,0.41965,6.27679,20.64018,-30.72447,789eca5f-025f-4999-a949-6ac1f43926f9,2444df17-055e-4245-bdc9-ea761a90343b,75.7156,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-12-09,11:47:08,"Schooler, Hayden",1000384032,Right,NA,NA,Slider,Live,NA,75.80184,-0.5284515871,-2.672973023,2348.449575,114.9473386,09:45:00,6.05372,2.03869,5.04704,-45.27142,5.918,-12.83878,1.78217,-1.55388,68.4672,-8.916826538,-5.07100464,0.5149458034,5.83126,3.3,-1.77435,50,5.96873,5.52801,-109.8777,-2.41885,6.96042,23.75723,-28.23505,b2b382fb-b097-435a-8dca-4fe53b4d66fd,2444df17-055e-4245-bdc9-ea761a90343b,73.1969,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.66160589,66.38804371,940.6485735,0.4005402473,07:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-12-09,11:47:41,"Schooler, Hayden",1000384032,Right,NA,NA,Fastball,Live,NA,87.66484,-1.297481333,-2.441552926,2138.079083,201.5042187,12:45:00,6.38066,1.80376,6.10533,-18.91973,17.55195,6.92925,3.60305,0.12233,78.94111,-4.889909495,-1.122986843,0.4346595718,-4.57502,9.99923,-1.62004,50,6.27122,5.22186,-127.39093,-3.4612,-7.39671,30.11248,-16.00769,068dd1f8-8079-4a5a-9fc6-b4150ec72f94,2444df17-055e-4245-bdc9-ea761a90343b,86.71715,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.8134152,28.68727533,1875.635849,0.8772527936,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-12-09,11:48:26,"Schooler, Hayden",1000384032,Right,NA,NA,Slider,Live,NA,75.21162,-0.08932607821,-0.6165162753,2309.736365,101.3617113,09:30:00,6.0658,2.046,5.16915,-48.4188,2.80512,-14.1746,1.94685,0.28464,68.47729,-9.062990134,-3.266739808,0.5151193085,7.28081,1.50874,-1.97815,50,6.02165,1.60775,-109.24,-1.64686,8.6674,21.90845,-30.37798,5e4d09ee-c4a8-4ca1-88b7-6a5b79c29a78,2444df17-055e-4245-bdc9-ea761a90343b,73.17225,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6242941,62.75467385,1057.400525,0.4578013929,08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
