PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-11-21,11:28:32,"Davis, Austin",1000300449,Left,NA,NA,Cutter,Live,NA,81.316,0.1978383086,2.787654051,2253.119755,200.9265918,12:45:00,5.31502,-1.70763,5.69345,-31.17694,10.94885,4.2049,2.90151,1.24239,75.13222,-5.59579886,3.570539362,0.467138258,-1.54206,5.80066,1.47102,50,5.31212,-5.8895,-118.28382,-0.55502,-2.20403,20.6913,-23.88327,62036f3a-b402-4772-ae11-0de5ccbe3225,e91f8091-48e7-42e5-a957-8ab123e76400,80.687970000000007,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-11-21,11:28:46,"Davis, Austin",1000300449,Left,NA,NA,Cutter,Live,NA,83.20778,0.1311860262,4.369810076,2234.632393,179.7809022,12:00:00,5.31108,-1.92093,5.74686,-25.11535,15.26338,-0.05867,3.34061,2.14983,76.52067,-4.546536033,4.358892978,0.4573489586,1.16935,8.14281,1.55785,50,5.30662,-9.23033,-120.8148,-0.50686,1.73921,22.14814,-20.06294,c422b406-1dff-4981-931e-03d531b460e7,e91f8091-48e7-42e5-a957-8ab123e76400,82.41505,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-11-21,11:29:06,"Davis, Austin",1000300449,Left,NA,NA,Cutter,Live,NA,79.78926,1.820920753,2.061642728,2271.344123,206.7978761,01:00:00,5.41487,-1.8027,5.36585,-34.70381,9.75186,4.94214,4.23172,0.54282,73.27943,-4.616051311,2.979101788,0.4798825333,-2.06974,4.67536,1.61445,50,5.55375,-4.3327,-115.97922,2.58236,-2.83368,20.64322,-25.77301,ea292f2d-3fbd-426c-95ab-af4eff39f0a0,e91f8091-48e7-42e5-a957-8ab123e76400,78.54514,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.8677077,-59.53999917,1151.427743,0.5069367212,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-11-21,11:29:23,"Davis, Austin",1000300449,Left,NA,NA,Cutter,Live,NA,82.10429,0.2292779367,3.504127578,2319.095713,189.0061605,12:15:00,5.34134,-1.91457,5.58328,-28.0286,13.63814,2.17104,3.22011,1.54234,75.53761,-4.978058942,3.907689947,0.4645860451,-0.23998,7.20439,1.61217,50,5.34282,-7.37431,-119.30276,-0.4101,-0.34789,21.69567,-21.72998,1a0e5347-80fd-46c9-a4a9-69f9b8af4feb,e91f8091-48e7-42e5-a957-8ab123e76400,81.13123,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.5666041,-56.96059999,1264.407221,0.5452156263,11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-11-21,11:29:39,"Davis, Austin",1000300449,Left,NA,NA,Sinker,Live,NA,84.49518,-1.080235624,4.329166214,2045.734483,109.3850337,09:45:00,5.17945,-1.89493,6.55936,-32.67803,5.5543,-15.85436,1.46309,0.75996,77.34196,-7.275492823,1.312982492,0.4450274462,10.00087,3.37938,1.60354,50,5.09089,-8.86611,-122.75565,-3.20094,15.22324,24.8494,-27.02998,cea7e23b-ac22-4d41-8b43-fc15d6484044,e91f8091-48e7-42e5-a957-8ab123e76400,84.69689,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.2326674,-38.45438156,1602.021936,0.7831035499,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-11-21,11:29:56,"Davis, Austin",1000300449,Left,NA,NA,Sinker,Live,NA,85.6758,-1.491426937,4.371149165,2125.696569,94.81312348,09:15:00,5.29177,-1.75974,6.34696,-36.14617,1.31387,-15.64609,0.90256,0.96745,78.69599,-8.297807031,1.408795381,0.4405097539,9.80676,1.13955,1.44982,50,5.16619,-9.06316,-124.41375,-4.28124,15.35951,25.13429,-30.38927,e49d2df0-c247-4141-ab2d-21cdca6e8495,e91f8091-48e7-42e5-a957-8ab123e76400,85.5655,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.4897357,-39.28382544,1645.329494,0.7740189819,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-11-21,11:30:15,"Davis, Austin",1000300449,Left,NA,NA,Sinker,Live,NA,85.48268,-1.567019276,2.854164282,2061.516934,119.4174468,10:00:00,5.52795,-1.76314,6.14373,-28.16721,9.57433,-17.00909,1.73068,-0.54128,78.48163,-6.859346288,-0.3578713863,0.4421618303,10.0387,5.64015,1.55486,50,5.39403,-5.69146,-124.31204,-4.24327,15.72809,24.6334,-23.33737,3ab72e01-517c-4a2c-9e46-1202eafb2cd8,e91f8091-48e7-42e5-a957-8ab123e76400,85.2458,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.1943584,1642.182632,0.7965894457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-11-21,11:30:36,"Davis, Austin",1000300449,Left,NA,NA,Cutter,Live,NA,84.44486,0.6427052158,3.101164538,2399.931118,185.4875258,12:15:00,5.40747,-1.76074,5.74728,-23.65924,15.46511,1.49086,4.03504,1.25309,77.53967,-3.774450481,3.379434664,0.4501891048,0.01529,8.11807,1.5024,50,5.4463800000000004,-6.69897,-122.77379,0.62902,0.02347,23.06241,-19.71535,8a64a1dd-ee74-4afb-a36d-fb281fd646e2,e91f8091-48e7-42e5-a957-8ab123e76400,83.72579,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.9922876,-54.64519401,1388.69142,0.5786380323,12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-11-21,11:31:10,"Davis, Austin",1000300449,Left,NA,NA,Cutter,Live,NA,83.83838,-0.08571701695,3.350560181,2398.385114,187.9247643,12:15:00,5.40495,-1.67094,5.71363,-22.78544,16.97838,2.37212,3.42619,1.65119,77.04304,-4.332323273,3.792774346,0.4538532521,-0.38853,9.10964,1.38933,50,5.38367,-7.20953,-121.86232,-0.90391,-0.58737,22.75138,-18.40226,700f8c1f-5490-42bc-8fe7-16891e8d56ac,e91f8091-48e7-42e5-a957-8ab123e76400,83.04984,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.3724342,-53.23190204,1435.619754,0.598577662,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-11-21,11:32:05,"Davis, Austin",1000300449,Left,NA,NA,Slider,Live,NA,76.2326,1.199038964,1.458306308,2145.493244,247.8989415,02:15:00,5.26114,-1.81185,5.86377,-42.8545,5.95658,14.75095,2.80416,0.77221,68.81526,-6.892421698,4.254239094,0.5028409079,-7.49573,2.821,1.68542,50,5.33367,-3.22495,-110.76738,1.14235,-9.12456,23.51347,-28.74004,6ea00280-2639-461e-9a40-7dbe9a4784d8,e91f8091-48e7-42e5-a957-8ab123e76400,74.95897,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.7240915,-66.83449295,844.0123787,0.3933885045,02:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
