PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchCall,Balls,Strikes,PitchUID,SessionId
1,2024-09-18,15:07:35,"Fleck, Jax",1000360547,Right,NA,NA,NA,Warmup,NA,69.31363,1.10910353,-1.21231744,1854.29153,212.6655408,01:00:00,5.79495,2.18333,4.9951,-43.60409,17.52206,11.27014,3.20863,1.97792,62.26019,-7.020006955,0.897978255,0.5627103745,-6.33293,8.82648,-2.07566,50,5.86751,1.80496,-100.55384,0.69758,-6.34573,19.54629,-23.32973,448e726d-5f06-4be0-941e-2211b738d802,7d5459b7-02c5-4a9f-a3e0-a1009b189492,66.98373,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.591607110000002,1767.575494,0.9532349498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-09-18,15:07:48,"Fleck, Jax",1000360547,Right,NA,NA,NA,Warmup,NA,69.53049,0.7487085924,-2.794726356,1859.495699,202.7833485,12:45:00,5.55992,2.12872,5.1651300000000004,-43.0507,17.85359,7.53052,2.67779,0.12426,61.97885,-7.328252111,-1.376270215,0.5616882722,-5.00828,9.18075,-1.87387,50,5.59817,4.70874,-100.74983,0.12075,-4.99624,20.85544,-23.01536,df1b1ace-ccb1-42cb-a2bd-f6905289c175,7d5459b7-02c5-4a9f-a3e0-a1009b189492,67.10562,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.8318058,18.97096245,1758.494312,0.9456834524,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-09-18,15:08:03,"Fleck, Jax",1000360547,Right,NA,NA,NA,Warmup,NA,71.60239,1.20059562,-1.706220522,1939.450528,212.2896577,01:00:00,5.56631,2.07617,5.08409,-40.66755,15.84558,10.04915,3.3095,1.30511,64.93571,-6.355418218,0.1670576986,0.5410608129,-5.80243,7.9566,-1.92257,50,5.64873,2.80021,-103.96084,0.97954,-6.28791,19.02535,-23.55174,69896642-5536-440a-9783-1abe7928db83,7d5459b7-02c5-4a9f-a3e0-a1009b189492,69.66396,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.5926816,29.71906517,1684.34801,0.8684666025,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-09-18,15:08:46,"Fleck, Jax",1000360547,Right,NA,NA,Fastball,Live,NA,71.73669,-1.869091144,-3.386433448,1895.693304,203.240097,12:45:00,5.6674,2.02694,5.15967,-37.04462,19.50275,8.39855,0.8176,-0.46394,65.07305,-8.732513279,-1.818147873,0.541224696,-5.51216,10.88342,-1.71726,50,5.46534,5.90773,-103.96485,-4.47584,-5.94706,19.74702,-20.43193,fa527d52-420b-4bb8-ae61-945ec5cd5148,7d5459b7-02c5-4a9f-a3e0-a1009b189492,69.64287,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.58096268,1709.869945,0.9019760431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-09-18,15:09:26,"Fleck, Jax",1000360547,Right,NA,NA,Fastball,Live,NA,72.02435,0.4339430577,-2.893843332,1948.688959,216.2631295,01:15:00,5.72382,2.17816,4.97959,-43.27119,12.69737,9.36311,2.52817,0.22354,65.6699,-7.55890201,-1.156627518,0.5384476519,-5.75379,6.5115,-1.9066,50,5.73131,5.00049,-104.51793,-0.51478,-6.3249,18.64349,-25.01623,ddebaa33-ff45-4abd-9c54-f7003c98efab,7d5459b7-02c5-4a9f-a3e0-a1009b189492,70.00205,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.31550139,1815.384829,0.9315929158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-09-18,15:09:54,"Fleck, Jax",1000360547,Right,NA,NA,Fastball,Live,NA,73.62985,-0.07089702503,-0.04880237371,1958.464849,211.5832155,01:00:00,5.68268,2.0707,4.57814,-36.90473,18.0344,11.11571,2.53985,2.95058,66.20931,-6.889787449,2.015568511,0.5334728148,-5.76928,9.35743,-2.07555,50,5.64251,-0.26794,-106.78678,-1.32368,-6.5283,21.82716,-21.58554,759cde5c-1f42-4076-814e-5dfc0bf24b49,7d5459b7-02c5-4a9f-a3e0-a1009b189492,70.65484,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6382423543,1958.34334,0.9999379572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-09-18,15:10:25,"Fleck, Jax",1000360547,Right,NA,NA,Fastball,Live,NA,72.39784,0.6479802268,-2.327477157,1921.029889,213.8500512,01:15:00,5.82738,2.56116,4.94492,-40.27535,15.51708,10.4498,3.08389,1.23161,65.45217,-6.824602384,-0.381316946,0.5375997297,-6.20772,7.91436,-2.34377,50,5.8581,3.95203,-105.03447,-0.03304,-6.84075,20.04255,-23.45262,3bc0ae1e-ea39-4768-a7ba-215a692cab4b,7d5459b7-02c5-4a9f-a3e0-a1009b189492,70.11246,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.82123116,1729.229334,0.9001574331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-09-18,15:11:01,"Fleck, Jax",1000360547,Right,NA,NA,Fastball,Live,NA,74.91951,-2.573294028,-2.818531342,1968.444095,210.0826729,01:00:00,5.87557,1.70813,5.35012,-32.61437,19.47526,11.29453,0.73993,0.00399,67.07256,-8.676353142,-0.6855360744,0.519453969,-7.03045,11.30142,-1.46242,50,5.62146,5.01299,-108.51159,-5.83359,-8.1513,23.86728,-19.07086,9a9ee7da-a206-482c-8edc-ab859b413bc0,7d5459b7-02c5-4a9f-a3e0-a1009b189492,72.56165,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.8798042,28.53930917,1729.257547,0.8784895395,01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-09-18,15:11:24,"Fleck, Jax",1000360547,Right,NA,NA,Fastball,Live,NA,74.47498,-0.04344964744,-2.241536118,1970.979199,215.7010017,01:15:00,5.83249,1.63631,4.93788,-34.87189,18.15111,13.08489,2.88541,0.6074,66.89619,-6.5334111010000004,0.2032139478,0.5240871983,-7.60942,9.52615,-1.42907,50,5.80052,3.82093,-108.00578,-1.1657,-8.8114,22.26678,-21.14316,6053766a-8735-4b9c-9398-1704b9688855,7d5459b7-02c5-4a9f-a3e0-a1009b189492,71.92017,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.8122041,28.98808159,1724.055981,0.8747205361,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-09-18,15:12:00,"Fleck, Jax",1000360547,Right,NA,NA,ChangeUp,Live,NA,62.78017,1.553776381,-3.987541485,1100.547584,244.9663863,02:15:00,5.39686,2.27618,5.39553,-68.16568,5.66711,12.34162,1.17617,-0.43775,56.87129,-11.1614134,-1.663826656,0.6184378209,-7.95945,2.48153,-1.92884,50,5.48928,6.0372,-90.91567,0.81301,-6.50772,16.20508,-30.14513,85ce986f-18d4-4fc0-889a-6cac525c4d7f,7d5459b7-02c5-4a9f-a3e0-a1009b189492,60.94782,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.1829864,41.85385218,819.7419853,0.7448491981,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
