PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2024-07-23,10:07:27,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,79.02653,-3.615301455,2.936060537,1974.720331,157.2866889,11:15:00,5.51587,-1.17401,5.88765,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73727,7.95948,0.94061,50,5.20572,-5.7261,-114.65808,-8.174,4.96542,21.58552,-21.59891,5441c164-0a3c-4485-a3fb-22271c0acbfd,91d66633-60ec-4b85-b8fb-0c0997251be6,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.13257538,1343.41068,0.6803042735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-07-23,10:07:41,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,78.8489,-0.2760863947,1.666865128,2061.252866,160.2605913,11:15:00,5.58713,-1.28586,5.64111,-32.01472,13.07749,-4.70776,2.66162,-0.12302,72.40414,-6.243575275,0.7860464276,0.4833059622,2.96775,7.06141,1.14749,50,5.5434,-3.19666,-114.71815,-1.5166,3.9637,20.77738,-22.74288,2541664b-6265-48ef-ab36-6608f39ab3bf,91d66633-60ec-4b85-b8fb-0c0997251be6,77.98877,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.3453258,-53.50600766,1225.90643,0.5947384964,11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-07-23,10:07:57,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,78.12691,-0.8581250579,3.471546978,2069.867612,187.2765628,12:15:00,5.53793,-1.38058,5.60994,-37.07822,9.37425,1.20413,1.64569,1.9636,71.47209,-7.759503144,3.696815637,0.4905415339,0.37894,5.26521,1.08324,50,5.44091,-6.91666,-113.42542,-2.80437,0.49087,21.83965,-25.35351,e2566780-439c-4d1c-b27d-7999a0ef46e3,91d66633-60ec-4b85-b8fb-0c0997251be6,76.83843,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-07-23,10:08:14,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,NA,Warmup,NA,78.38036,-0.3064361435,0.3313672742,2044.870432,157.6482643,11:15:00,5.5252,-1.2695,5.58224,-35.57776,9.93313,-4.09992,2.27424,-1.30174,72.40274,-6.910184612,-0.4335310268,0.4855445618,2.26876,5.36849,1.24374,50,5.47573,-0.53554,-114.11087,-1.68999,3.01206,19.6439,-25.04673,c89cc86a-9142-46b3-8bc7-5ff9fd04479a,91d66633-60ec-4b85-b8fb-0c0997251be6,77.62921,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.5997478,-61.0530181,989.7174767,0.4840000919,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-07-23,10:08:45,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,Fastball,Live,NA,78.96585,-1.176499724,1.806826376,2106.394007,179.9179178,12:00:00,5.40272,-1.29951,5.63873,-36.21097,9.01931,-0.01298,1.28705,0.3853,72.37495,-7.920508127,1.804392214,0.4840453009,0.52891,5.16512,1.14621,50,5.27997,-3.62125,-114.80682,-3.44493,0.70326,22.00091,-25.30622,b0673105-16e1-42b7-a2cf-34f3a280c4e7,91d66633-60ec-4b85-b8fb-0c0997251be6,77.86965,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.02608591,1115.405361,0.5295331057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-07-23,10:09:04,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,Sinker,Live,NA,80.47099,-1.408271789,3.721067574,1892.73288,146.571222,11:00:00,5.40108,-1.38661,5.63368,-31.81291,11.78049,-7.80617,1.43326,1.43896,73.75643,-7.328531336,2.261951982,0.4752058083,5.21601,6.69186,1.07516,50,5.26102,-7.35857,-116.82027,-3.85194,7.20259,22.1607,-22.93353,6905159f-efda-4fc1-aa29-8f284ddd16a7,91d66633-60ec-4b85-b8fb-0c0997251be6,79.31814,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.8522328,-60.51204341,931.6799741,0.492240603,11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-07-23,10:09:24,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,Sinker,Live,NA,79.80683,0.08417641578,1.515635736,1841.997088,167.6962589,11:30:00,5.38033,-1.45769,5.36121,-36.35953,8.0401,-1.76228,2.42932,-0.18315,73.48093,-6.649028441,1.187947095,0.4795800256,1.33344,4.22785,1.323,50,5.36228,-3.01536,-116.09102,-0.99079,1.8279,20.81982,-26.37841,79778bd4-2425-43db-92e7-3493076220ac,91d66633-60ec-4b85-b8fb-0c0997251be6,78.59468,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.6913171,-60.2012207,915.3905343,0.496955473,11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-07-23,10:09:45,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,Sinker,Live,NA,80.23884,-0.9198715767,2.998719488,1964.097469,155.5855127,11:15:00,5.37474,-1.37936,5.8065,-29.03511,14.85516,-6.76556,2.09857,0.8477,72.72458,-6.379909878,1.722145192,0.4768211555,4.58168,8.2966,1.13754,50,5.28219,-5.9059,-116.53563,-2.72712,6.2288,24.22932,-20.89482,e17a15cb-e51e-45aa-8a5c-30fff6e7a6c5,91d66633-60ec-4b85-b8fb-0c0997251be6,79.04943,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.9533283,-54.64236092,1136.580701,0.5786783594,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-07-23,10:10:17,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,Slider,Live,NA,72.17297,1.930713527,1.843385017,2362.595688,252.6322643,02:30:00,5.37425,-1.61011,4.90334,-53.9087,3.10761,10.05269,2.70917,0.97131,64.63,-8.110952595,3.725027067,0.5434642302,-4.60741,0.93238,1.422,50,5.51989,-3.66687,-104.55439,1.90754,-4.95644,22.25471,-31.17103,f4310d58-7057-4571-a67b-64f6e408fe7c,91d66633-60ec-4b85-b8fb-0c0997251be6,69.35588,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-07-23,10:11:05,"Alberts, Andrew",1000292610,Left,NA,NA,NA,NA,NA,Slider,Live,NA,72.00033,2.424889367,1.098704738,2352.385837,250.8502347,02:15:00,5.35087,-1.60056,5.28199,-50.86766,4.82878,13.99667,3.39062,0.59763,65.29151,-7.058172276,3.717480628,0.5371370443,-7.06324,1.78713,1.49053,50,5.53555,-2.40589,-104.5011,2.96619,-7.70513,19.82971,-30.22451,9cf31565-5f53-45cd-9562-cb7a2c561667,91d66633-60ec-4b85-b8fb-0c0997251be6,70.17285,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
