PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
1,2026-02-17,11:18:44,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,89.63102,-2.789293725,-2.395759931,2131.847936,203.0870705,12:45:00,6.00193,1.6955,6.25227,-17.60496,16.86547,7.19301,1.95869,0.08461,81.51441,-6.116916586,-1.029407269,0.4225661852,-4.65316,10.06587,-1.52138,50,5.78619,5.23091,-130.2399,-6.88477,-7.93497,29.1876,-15.00885,c963af4e-06a1-45d4-b2f6-bf52f05533bd,cc56d21f-f2c8-4446-a98f-d271702644b8,89.1989,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87411118,1918.140955,0.8997550539,NA,c7278b0f-d533-4d46-8df8-253f7269c3a2,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2026-02-17,11:19:00,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,90.44764,-2.69033072,-1.402718386,2008.042806,209.0289618,01:00:00,6.10156,1.60535,6.64556,-19.97796,13.35634,7.4171,1.97202,0.93943,82.2812,-6.494024484,0.01852016746,0.4155440351,-4.54569,8.23627,-1.51405,50,5.91224,3.01326,-131.5879,-6.74787,-7.89941,30.23948,-17.86123,1ee971c2-4c0b-47c1-a8c8-9c6c29e46595,cc56d21f-f2c8-4446-a98f-d271702644b8,90.70624,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.75886158,1912.356829,0.9523486368,NA,b12b33e3-3fd5-45c7-8f82-7c66462596e7,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2026-02-17,11:19:18,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,89.9044,-1.206663715,-1.943215716,2114.037704,196.2181596,12:30:00,6.09256,1.64659,6.06179,-18.3913,16.03001,4.67169,3.44253,0.237,81.67402,-4.680541143,-1.058785707,0.4222649816,-3.11807,9.07273,-1.49855,50,5.98923,4.28899,-130.76301,-3.33698,-5.36189,29.33232,-16.5724,be09f393-aa43-4514-9ced-c555027d94c2,cc56d21f-f2c8-4446-a98f-d271702644b8,89.26253,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.34814928,1824.35378,0.8629712592,NA,db9a11c4-c8db-4a4d-a438-46bebdecccac,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-02-17,11:19:37,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,89.79818,-2.124386101,-3.671072775,1937.896067,245.1853551,02:15:00,5.91735,1.77669,6.179,-26.61525,8.2124,17.75718,1.73296,-0.13782,80.92454,-7.173230312,-0.2859535998,0.424750063,-10.93483,5.19925,-1.50848,50,5.74338,7.81755,-130.2871,-5.65478,-18.45621,31.98233,-23.39856,d49b0ae7-c425-4444-978c-a88663057471,cc56d21f-f2c8-4446-a98f-d271702644b8,88.74028,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.87060957,1508.778373,0.7785651659,NA,b57705c7-81c8-47f8-b822-6a81cfe129ae,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2026-02-17,11:19:55,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,91.33134,-4.259204818,-3.163215347,2040.123233,230.5689475,01:45:00,6.06552,1.94366,NA,-21.08415,14.12472,17.10572,0.25474,0.36557,83.43075,-8.110661933,-0.009073335758,0.427068456,-9.75579,8.52586,-1.63978,50,5.61732,6.62353,-132.13447,-10.69237,-17.21495,28.65586,-17.12942,f53dfb59-3016-4dea-9ecd-be378a652bb6,cc56d21f-f2c8-4446-a98f-d271702644b8,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.40689642,1811.139775,0.8877599867,NA,17614a52-3233-41bb-a46a-eecffa806c9b,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2026-02-17,11:20:27,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,90.35983,-1.816028253,-3.106976534,1963.040608,229.9193776,01:45:00,5.98754,1.85222,6.27589,-22.47022,11.50948,13.6963,2.43827,0.12725,81.91545,-6.077378449,-0.5004899323,0.4195475667,-8.46806,6.87109,-1.62967,50,5.84252,6.71078,-131.28832,-4.85059,-14.62499,30.51758,-20.30715,6b42e361-e030-4382-b41e-9ffd814a98ef,cc56d21f-f2c8-4446-a98f-d271702644b8,89.84068,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.41284154,1599.874056,0.8149979426,NA,e1b685e5-4b37-4ff5-98fc-102853f2a64a,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2026-02-17,11:21:53,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Sinker,Live,NA,89.90257,-2.672807462,-3.571003796,1987.916732,213.6398841,01:00:00,5.87587,2.02609,5.96797,-17.89232,16.96196,11.29367,1.90049,-0.34744,81.30221,-6.047561881,-1.434252066,0.4249124408,-7.23973,10.03481,-1.74958,50,5.65406,7.77744,-130.40591,-6.67113,-12.32209,30.39547,-15.09471,dcd07f06-2d32-44f3-b4b8-0bcc003cbb43,cc56d21f-f2c8-4446-a98f-d271702644b8,88.70637,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.36967078,1749.168368,0.8799002188,NA,dc0aea42-c80e-40fe-b5d0-a7fd587ba21e,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2026-02-17,11:22:14,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Slider,Live,NA,83.0434,-0.06582425157,-2.499970236,2273.589534,116.777691,10:00:00,6.11297,1.74548,6.0618,-36.89486,3.37087,-6.75328,2.97743,-1.13218,76.07348,-6.996702346,-3.773917568,0.4567085958,2.94212,1.85028,-1.54815,50,6.08813,5.47102,-120.78508,-1.21783,4.32761,24.47414,-29.45244,6211511b-19b7-496e-9a91-3136c4870c08,cc56d21f-f2c8-4446-a98f-d271702644b8,82.53061,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.1673239,70.86175637,745.3930501,0.327848558,10:45:00,0da37d64-1490-4333-b066-3c0785a4a1c1,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2026-02-17,11:22:51,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Slider,Live,NA,83.15563,-2.485723736,-2.472763214,2337.923561,144.3483119,10:45:00,6.1639099999999996,1.73591,5.78035,-35.1769,5.92997,-4.28384,0.91645,-0.92289,75.57637,-9.059462874,-3.281897886,0.4614541795,1.50749,4.00592,-1.52961,50,5.93803,5.34217,-120.68289,-6.31567,2.18779,26.98052,-26.36035,db21e830-5076-4777-8d60-c085bb77952c,cc56d21f-f2c8-4446-a98f-d271702644b8,81.68187,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.80823106,958.0623606,0.4097919952,NA,d67d90d4-9784-4bba-ad02-4864140bb3a9,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2026-02-17,11:23:49,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Slider,Live,NA,86.49954,-1.342202202,-2.597170534,2299.85659,195.990579,12:30:00,6.13348,1.96879,5.71283,-28.31498,9.5627,2.75065,2.52217,-0.22282,78.48855,-6.651414273,-2.079088556,0.442958553,-2.28362,5.55514,-1.75339,50,6.00393,5.61025,-125.63589,-3.85901,-3.60978,28.07133,-23.39291,937117d4-d218-4464-9025-77927e191916,cc56d21f-f2c8-4446-a98f-d271702644b8,85.09247,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.74165062,1193.390603,0.5188978339,NA,3213b4f8-ea79-4ff4-820e-bbd09820a78e,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2026-02-17,11:24:40,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Slider,Live,NA,80.41521,1.273545074,-0.9964690325,2011.919735,67.88296669,08:15:00,6.15441,1.85973,5.6667,-44.74957,-1.31266,-3.14349,3.61295,0.6687,73.76261,-7.081337339,-1.585832098,0.4743521165,1.40209,-1.06068,-1.77371,50,6.23379,2.13045,-116.97773,1.23713,1.94059,22.29671,-33.6421,77b3c05a-16e6-44dc-81fa-c2d396fdaa25,cc56d21f-f2c8-4446-a98f-d271702644b8,79.46089,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.37623297,773.941761,0.3846782492,NA,ea70861d-1215-465c-9616-82671d40a7a7,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2026-02-17,11:25:15,"Silverio, Joseph",1000486358,Right,NA,NA,NA,NA,NA,Fastball,Live,NA,88.18407,-0.1563731413,-2.571205748,1885.325069,204.2486505,12:45:00,6.10226,1.87989,NA,-24.1375,12.34114,5.57792,3.94396,-0.06893,80.80569,-4.635059198,-1.53489751,0.4347010757,-3.63428,6.56049,-1.65189,50,6.071,5.55856,-128.1789,-1.20468,-6.06854,25.58286,-21.21931,5601eb5b-a4f9-4a9f-9c3b-5a405789a96b,cc56d21f-f2c8-4446-a98f-d271702644b8,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2467314,1611.842575,0.8549414642,NA,9ce5971f-4fd7-4b72-84ae-b8614e977c81,728913fd-11da-4bd8-aa16-96c2213f6e7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
