PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchCall,Balls,Strikes,PitchUID,SessionId
1,2024-03-01,10:32:46,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,82.7398,0.2920987663,-4.35243997,2057.770543,264.5277467,02:45:00,5.07079,1.65639,5.23265,-39.46542,1.84292,19.73307,2.05478,-0.75975,75.35341,-7.099106019,-0.6462065137,0.4625836743,-11.88332,0.90332,-1.30557,50,5.07112,8.52764,-120.03057,-0.60226,-17.23477,24.50592,-30.86394,6dd71683-bf06-4616-8d0d-a8b4c6728fac,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,81.48242,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.1237515,31.71968432,1750.402448,0.8506305302,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-03-01,10:32:54,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,76.20634,0.8444364292,-2.336395178,1663.588255,281.8460575,03:30:00,4.91895,1.81067,4.75686,-52.10815,-3.14375,14.76179,1.37063,0.84467,70.43087,-8.763518781,0.4039746957,0.5036299994,-8.39638,-1.88051,-1.60752,50,4.95825,4.06209,-110.76786,0.0198,-10.47546,19.01021,-34.52021,aeb53d1e-898d-49bc-8136-9f3d07501d10,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,74.84153,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.76635922,1414.38597,0.8502019446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-03-01,10:33:04,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,77.02782,0.5768976926,-4.541781906,1715.998175,280.7494473,03:15:00,4.97884,1.8265,4.71117,-51.20701,-2.88629,14.97445,1.25575,-1.205,70.93114,-8.858652269,-1.768897565,0.5003087398,-9.11657,-1.67597,-1.41746,50,4.99435,8.40139,-111.68302,-0.47985,-11.53794,19.73038,-34.29516,06133b7d-38e2-4900-bf80-048ad65fb9ba,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,75.33836,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.9564546,31.90504231,1456.754059,0.8489251792,02:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-03-01,10:33:16,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,83.58574,0.1571338328,-3.401113492,2055.528602,262.878222,02:45:00,4.91988,1.73685,5.24151,-37.81589,2.29676,18.70752,1.91511,0.12568,76.68934,-6.903584237,0.1045898262,0.4558396482,-10.96596,1.18849,-1.46548,50,4.90985,6.63267,-121.45847,-0.85018,-16.402,23.50385,-30.39641,1d66f8d6-2eb7-400f-9fbc-dcaf07832de8,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,82.68793,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.25328841,1757.234597,0.854882095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-03-01,10:33:25,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,74.04501,1.120983265,-1.320044143,2483.49152,101.2553498,09:30:00,4.8964,1.71249,4.80352,-49.75187,2.89603,-14.74055,1.80302,-0.75515,67.26449,-8.141574239,-4.080357589,0.5222301108,7.38883,1.1733,-1.58232,50,4.96294,2.91098,-107.52381,0.64209,8.51679,21.32587,-30.82164,32f97262-8152-42ed-92fb-82202f7ea06f,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,72.17592,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.81835915,65.20906562,1041.348965,0.4193084441,08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-03-01,10:33:35,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,73.20301,NA,NA,2458.475085,NA,NA,4.98654,1.6314,4.58869,NA,NA,NA,1.79664,0.5294,67.02624,-8.965288785,-2.452536442,0.5285040007,6.8939,-2.60318,-1.62059,50,5.106,0.41185,-106.32783,1.46833,7.83389,19.48908,-35.13218,527457d8-dbcf-411d-ab5b-671e593d5481,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,71.31912,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.40279013,65.77860818,1008.622722,0.4102635523,09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-03-01,10:33:51,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,83.87616,0.7443294219,-3.514635746,2109.619002,256.0869271,02:30:00,5.0272,1.66511,5.18413,-35.27859,4.36791,17.85561,2.78237,-0.12665,77.36719,-5.819274833,-0.1860862845,0.4531832,-10.41827,2.14583,-1.38055,50,5.0677,6.91768,-121.9174,0.45998,-15.83062,21.82359,-28.91345,151cb7c0-d08a-43d5-92b8-763ea3a63e2e,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,83.17263,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.1234007,25.08039739,1910.711206,0.9057138774,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-03-01,10:34:03,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,82.872559999999993,-0.3524948738,-5.474666189,2247.931456,248.9430447,02:15:00,5.09032,1.74985,NA,-37.98801,5.24284,13.75274,1.5856,-2.36187,76.29353,-7.220564472,-2.985335335,0.4732256742,-8.37605,2.75012,-1.16233,50,5.01316,10.95577,-119.87409,-2.21397,-12.28706,21.4074,-28.13982,15f63fbe-3302-4af9-9e15-d7270c15266e,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.3056039,37.31067233,1787.916092,0.7953605912,01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-03-01,10:34:15,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,81.09524,NA,NA,2254.9207,NA,NA,4.93714,1.70275,4.90621,NA,NA,NA,3.02552,0.64274,74.77163,-5.900956331,-0.3186048026,0.4710257626,-4.91478,1.08016,-1.54165,50,5.04465,3.59396,-117.94301,1.83937,-6.97987,20.70309,-30.64002,911eb965-b796-4e1c-8674-4430a704f20c,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,80.02203,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.4560331,57.1373534,1223.580749,0.542626953,01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-03-01,10:34:28,"Moore, Ryne",1000295348,Right,NA,NA,NA,Warmup,NA,84.11329,1.319398294,-2.614419783,2093.262227,263.746355,02:45:00,4.91849,1.83189,NA,-39.97936,2.1117,19.79593,2.85512,0.96981,77.06073,-5.930816257,0.9854048767,0.4669456197,-10.70133,0.71439,-1.55933,50,5.02465,4.7775,-121.99245,1.21132,-16.18838,23.13813,-31.09336,c575cc8c-f9d4-4cf5-a4fe-01cceac89dac,e80dbd8b-4f5f-45c5-894f-0c5c87cf7bac,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.5199931,28.8071514,1834.21379,0.8762465429,02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
