PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchCall,Balls,Strikes,PitchUID,SessionId
1,2024-09-18,12:30:09,"Joslin, Cooper",1000327990,Right,NA,NA,Fastball,Live,NA,76.00802,0.05160263266,-3.120792577,1662.048878,174.4520078,11:45:00,5.46221,1.60177,4.83091,-36.08173,15.14614,-1.47755,2.50434,-1.47924,68.29168,-6.641451564,-3.395689839,0.5151391141,-0.28431,7.89148,-1.29153,50,5.43763,6.0515,-110.12052,-1.06075,-0.34195,23.29221,-22.68241,1cc1f644-93b4-45bb-8cc2-09d204f1c365,c5f72803-7d4e-46cd-bfc4-89a90079512b,73.16944,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.23352542,1490.857641,0.8969998782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-09-18,12:30:29,"Joslin, Cooper",1000327990,Right,NA,NA,Fastball,Live,NA,77.05015,-0.9639093346,-2.48019825,1724.379958,188.8545799,12:15:00,5.53152,1.57959,4.60785,-35.21947,14.85854,2.32281,1.67918,-0.58638,69.51062,-7.454196366,-2.049779793,0.5093249065,-2.01522,8.00755,-1.32648,50,5.40117,4.75834,-111.66285,-3.06773,-2.50117,23.2904,-22.23553,c5cbd531-8849-414f-9dfe-3d51e0232bfb,c5f72803-7d4e-46cd-bfc4-89a90079512b,74.0047,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.0148442,21.71946944,1601.960837,0.9290068758,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-09-18,12:30:53,"Joslin, Cooper",1000327990,Right,NA,NA,Fastball,Live,NA,75.7962,0.1404536903,-2.165125004,1766.413415,207.6542798,01:00:00,5.48885,1.63734,4.89972,-37.80121,12.4521,6.55176,2.47166,0.13487,69.5701,-6.810257427,-0.955586933,0.5102155899,-3.99867,6.44139,-1.43103,50,5.47157,3.9508,-110.11695,-0.95502,-4.91981,19.18,-24.2488,455a1a11-75af-4197-b7b5-e796b08d53c3,c5f72803-7d4e-46cd-bfc4-89a90079512b,73.87551,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.86582456,1602.658042,0.9072949899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-09-18,12:31:08,"Joslin, Cooper",1000327990,Right,NA,NA,Fastball,Live,NA,77.29556,1.876305076,0.05605632781,1805.139349,186.2821798,12:15:00,5.58996,1.51225,4.63805,-33.02605,16.5482,1.8253,4.62135,1.71762,69.44187,-4.242579283,0.3947029557,0.5067566913,-0.92736,7.96579,-1.51958,50,5.75298,-0.17128,-112.10118,2.55778,-1.16197,23.16573,-22.19304,2b840118-f36d-4c3b-81da-4506664578be,c5f72803-7d4e-46cd-bfc4-89a90079512b,74.37976,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4190160878,1805.091077,0.9999732586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-09-18,12:32:14,"Joslin, Cooper",1000327990,Right,NA,NA,Fastball,Live,NA,77.50417,-0.7779038683,-3.298253426,1633.943857,229.3351399,01:45:00,5.52466,1.60975,4.975,-41.59239,7.03204,8.23825,1.32276,-0.82186,70.44363,-8.460850694,-1.766745861,0.5018785901,-5.34301,3.92492,-1.29795,50,5.41661,6.2091,-112.36958,-2.87449,-6.75208,22.57459,-27.21403,305b180f-5cea-44b2-8fb9-68b59f93eee4,c5f72803-7d4e-46cd-bfc4-89a90079512b,75.1027,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.5015196,25.45990536,1475.265569,0.9028863279,01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-09-18,12:32:33,"Joslin, Cooper",1000327990,Right,NA,NA,ChangeUp,Live,NA,68.89282,4.386469635,-1.840530736,1604.53582,190.9637914,12:15:00,5.64693,1.55926,4.62654,-47.90041,15.06865,2.92366,5.83458,0.053,61.56794,-4.491210955,-1.29778602,0.5711300449,-2.12524,6.35057,-1.37313,50,6.05553,3.11288,-99.59661,6.20872,-2.09562,18.727,-25.91198,5d4825c7-2f50-48b3-8e8c-c181a4214a56,c5f72803-7d4e-46cd-bfc4-89a90079512b,65.99625,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.2922725,49.53416108,1041.33502,0.6489945612,01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-09-18,12:32:53,"Joslin, Cooper",1000327990,Right,NA,NA,ChangeUp,Live,NA,69.96836,3.277389436,-0.2516296306,1425.628063,214.4430089,01:15:00,5.60396,1.51283,4.65007,-54.23355,6.77352,4.67349,4.2015,1.66323,62.62515,-6.787993614,0.6188100064,0.5621619995,-2.51286,2.38844,-1.4912,50,5.89174,0.3034,-101.30237,4.15901,-2.55261,20.01266,-29.74782,f3c46059-0813-4234-b5bb-a04ea8b9e518,c5f72803-7d4e-46cd-bfc4-89a90079512b,67.04907,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.164745131,1425.3335,0.9997933804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-09-18,12:33:45,"Joslin, Cooper",1000327990,Right,NA,NA,ChangeUp,Live,NA,70.71106,-4.593808517,-3.58198934,1569.822574,NA,NA,5.62133,1.55927,4.27403,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.61025,8.35519,-1.18335,50,5.07346,5.92514,-101.88281,-9.74187,-8.78703,21.27214,-23.64731,a0bb1845-2c3d-4e09-acf0-ece6aa6add2e,c5f72803-7d4e-46cd-bfc4-89a90079512b,NA,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-09-18,12:34:09,"Joslin, Cooper",1000327990,Right,NA,NA,ChangeUp,Live,NA,70.19187,-1.209961348,-3.497605668,1414.609341,218.7961402,01:15:00,5.60649,1.50653,4.83732,-49.4848,9.73442,7.87005,0.33492,-1.15311,64.579580000000007,-10.25464216,-2.044322314,0.5538634689,-5.10546,5.41279,-1.16705,50,5.44548,5.9838,-101.7747,-3.64211,-5.33401,17.3129,-26.51895,c01ebfcc-effc-4efe-81e7-587a4ac867ad,c5f72803-7d4e-46cd-bfc4-89a90079512b,68.05367,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.31468451,805.010033,0.569068795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-09-18,12:34:34,"Joslin, Cooper",1000327990,Right,NA,NA,Fastball,Live,NA,77.64837,-0.6359757603,-3.290856172,1738.554527,195.7785339,12:30:00,5.49131,1.68549,5.0926,-34.00551,14.33544,4.06784,2.05723,-1.07989,70.19103,-6.952259586,-2.532462858,0.5004134835,-3.19386,7.74619,-1.37773,50,5.40537,6.34402,-112.58168,-2.33325,-4.04022,23.17953,-22.37515,0c6e974f-c435-4b3f-b487-dbbf2ba01c6b,c5f72803-7d4e-46cd-bfc4-89a90079512b,75.32259,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.79110575,1551.930781,0.8926557992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-09-18,12:35:04,"Joslin, Cooper",1000327990,Right,NA,NA,Fastball,Live,NA,75.09833,0.6896713172,-0.3555470347,1770.940051,195.5285777,12:30:00,5.76355,1.27817,4.96208,-39.80452,12.42522,3.46449,3.09799,1.23104,67.25572,-6.738791116,0.2937318045,0.5201520919,-1.94281,6.28361,-1.24654,50,5.79888,0.56823,-108.95089,0.07222,-2.27941,23.40687,-24.80175,9a9c4b33-8dc6-46c7-9fad-69b767d3a4d3,c5f72803-7d4e-46cd-bfc4-89a90079512b,72.46426,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53639969,1770.862443,0.9999561774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-09-18,12:35:26,"Joslin, Cooper",1000327990,Right,NA,NA,Curveball,Live,NA,64.33903,6.230770337,-0.02441078473,1812.711415,49.6746193,07:45:00,5.6695,1.43609,3.73068,-82.37199,-7.67632,-8.9176,4.84833,0.66937,58.07408,-8.69876329,-1.650594597,0.622041131,4.46568,-5.82238,-1.42309,50,6.31495,0.31829,-92.68078,7.5434,3.83452,15.50676,-37.17351,e124d7d0-30c2-457f-a533-0d1b56e42582,c5f72803-7d4e-46cd-bfc4-89a90079512b,60.59477,Pitching,23360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.42743493,49.0858956,1187.193397,0.654926861,07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
